row_label_raw,row_label_full,col_0,Thay đổi lãi suất,Ảnh hưởng đến kết quả thu nhập lãi thuần VND,numeric__Thay đổi lãi suất,numeric__Ảnh hưởng đến kết quả thu nhập lãi thuần VND
Tại ngày 31 tháng 12 năm 2020,Tại ngày 31 tháng 12 năm 2020,Tại ngày 31 tháng 12 năm 2020,Tại ngày 31 tháng 12 năm 2020,Tại ngày 31 tháng 12 năm 2020,,
VND,Tại ngày 31 tháng 12 năm 2020 > VND,VND,"1,00%",36.242.218.425,0.01,36242218425.0
USD,Tại ngày 31 tháng 12 năm 2020 > USD,USD,"0,25%",3.575.149.095,0.0025,3575149095.0
