row_label_raw,row_label_full,col_0,Lợi thế kinh doanh liên quan đến cổ phần hóa VND,Chi phí thuê văn phòng VND,Chi phí thuê hạ tầng máy chủ VND,Chi phí sửa chữa văn phòng VND,Chi phí trả trước khác VND,Tổng cộng VND,numeric__Lợi thế kinh doanh liên quan đến cổ phần hóa VND,numeric__Chi phí thuê văn phòng VND,numeric__Chi phí thuê hạ tầng máy chủ VND,numeric__Chi phí sửa chữa văn phòng VND,numeric__Chi phí trả trước khác VND,numeric__Tổng cộng VND
Số dư đầu năm – đã điều chỉnh lại,Số dư đầu năm – đã điều chỉnh lại,Số dư đầu năm – đã điều chỉnh lại,162.642.101.757,65.907.840.731,-,-,4.265.568.769,232.815.511.257,162642101757.0,65907840731.0,,,4265568769.0,232815511257.0
Số dư đầu năm – theo báo cáo trước đây Điều chỉnh theo báo cáo của Kiểm toán Nhà nước (Thuyết minh 36),Số dư đầu năm – theo báo cáo trước đây Điều chỉnh theo báo cáo của Kiểm toán Nhà nước (Thuyết minh 36),Số dư đầu năm – theo báo cáo trước đây Điều chỉnh theo báo cáo của Kiểm toán Nhà nước (Thuyết minh 36),162.642.101.757,65.907.840.731,-,-,3.356.568.769,231.906.511.257,162642101757.0,65907840731.0,,,3356568769.0,231906511257.0
Số dư đầu năm – theo báo cáo trước đây Điều chỉnh theo báo cáo của Kiểm toán Nhà nước (Thuyết minh 36),Số dư đầu năm – theo báo cáo trước đây Điều chỉnh theo báo cáo của Kiểm toán Nhà nước (Thuyết minh 36),Số dư đầu năm – theo báo cáo trước đây Điều chỉnh theo báo cáo của Kiểm toán Nhà nước (Thuyết minh 36),-,-,-,-,909.000.000,909.000.000,,,,,909000000.0,909000000.0
Tăng trong nămPhân bổ trong năm,Tăng trong nămPhân bổ trong năm,Tăng trong nămPhân bổ trong năm,(54.214.033.920),2.546.349.557(20.279.335.610),37.800.000.000(3.780.000.000),19.274.475.880(2.656.392.200),8.692.813.504(6.718.681.222),68.313.638.941(87.648.442.952),-54214033920.0,,,,,
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,108.428.067.837,48.174.854.678,34.020.000.000,16.618.083.680,6.239.701.051,213.480.707.246,108428067837.0,48174854678.0,34020000000.0,16618083680.0,6239701051.0,213480707246.0
