row_label_raw,row_label_full,col_0,Mãsố,2019VND,2018VNDĐã điều chỉnh lại,numeric__Mãsố,numeric__2019VND,numeric__2018VNDĐã điều chỉnh lại
LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,
Lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản,Lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản,01,3.368.280.963.303,3.464.446.464.275,1.0,3368280963303.0,3464446464275.0
Khấu hao và phân bổ,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Khấu hao và phân bổ,Khấu hao và phân bổ,02,48.489.188.674,71.435.978.713,2.0,48489188674.0,71435978713.0
Các khoản dự phòng,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Các khoản dự phòng,Các khoản dự phòng,03,(491.547.989.375),441.954.242.255,3.0,-491547989375.0,441954242255.0
Lỗ/(lãi) chênh lệch tỷ giá hối đoái do đánh giálại các khoản mục tiền tệ có gốc ngoại tệ,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Lỗ/(lãi) chênh lệch tỷ giá hối đoái do đánh giálại các khoản mục tiền tệ có gốc ngoại tệ,Lỗ/(lãi) chênh lệch tỷ giá hối đoái do đánh giálại các khoản mục tiền tệ có gốc ngoại tệ,04,9.505.823.448,(9.611.437.111),4.0,9505823448.0,-9611437111.0
Lãi từ hoạt động đầu tư,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Lãi từ hoạt động đầu tư,Lãi từ hoạt động đầu tư,05,(2.678.584.017.360),(2.588.472.401.428),5.0,-2678584017360.0,-2588472401428.0
Chi phí lãi vay,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Chi phí lãi vay,Chi phí lãi vay,06,198.467.177.969,282.114.807.047,6.0,198467177969.0,282114807047.0
Các khoản điều chỉnh khác (Biến động Quỹ bìnhồn giá xăng dầu – Thuyết minh 18),LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Các khoản điều chỉnh khác (Biến động Quỹ bìnhồn giá xăng dầu – Thuyết minh 18),Các khoản điều chỉnh khác (Biến động Quỹ bìnhồn giá xăng dầu – Thuyết minh 18),07,(501.374.908.564),(1.121.563.656.502),7.0,-501374908564.0,-1121563656502.0
Lợi nhuận từ hoạt động kinh doanh trướchnhững thay đổi vốn lưu động,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Lợi nhuận từ hoạt động kinh doanh trướchnhững thay đổi vốn lưu động,Lợi nhuận từ hoạt động kinh doanh trướchnhững thay đổi vốn lưu động,08,(46.763.761.905),540.303.997.249,8.0,-46763761905.0,540303997249.0
Biến động các khoản phải thu,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Biến động các khoản phải thu,Biến động các khoản phải thu,09,(737.048.467.864),1.977.222.856.419,9.0,-737048467864.0,1977222856419.0
Biến động hàng tồn kho,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Biến động hàng tồn kho,Biến động hàng tồn kho,10,(1.276.120.231.810),2.462.479.394.416,10.0,-1276120231810.0,2462479394416.0
Biến động các khoản phải trả vànợ phải trả khác,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Biến động các khoản phải trả vànợ phải trả khác,Biến động các khoản phải trả vànợ phải trả khác,11,1.292.008.074.496,(2.804.894.697.713),11.0,1292008074496.0,-2804894697713.0
Biến động chi phí trả trước,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Biến động chi phí trả trước,Biến động chi phí trả trước,12,46.105.366.704,(26.224.825.606),12.0,46105366704.0,-26224825606.0
,,,,(721.819.020.379),2.148.886.724.765,,-721819020379.0,2148886724765.0
Tiền lãi vay đã trả,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tiền lãi vay đã trả,Tiền lãi vay đã trả,14,(199.149.012.592),(272.050.015.220),14.0,-199149012592.0,-272050015220.0
Thuế thu nhập doanh nghiệp đã nộp,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Thuế thu nhập doanh nghiệp đã nộp,Thuế thu nhập doanh nghiệp đã nộp,15,(237.132.450.763),(314.517.698.576),15.0,-237132450763.0,-314517698576.0
