row_label_raw,row_label_full,Ông Phạm Văn Thanh,Chủ tịch,numeric__Chủ tịch
Ông Nguyễn Thanh Sơn,Ông Nguyễn Thanh Sơn,Ông Nguyễn Thanh Sơn,Ủy viên,
Ông Phạm Đức Thắng,Ông Phạm Đức Thắng,Ông Phạm Đức Thắng,Ủy viên,
Ông Trần Ngọc Năm,Ông Trần Ngọc Năm,Ông Trần Ngọc Năm,Ủy viên,
Ông Lê Văn Hướng,Ông Lê Văn Hướng,Ông Lê Văn Hướng,Ủy viên,
Ông Nguyễn Anh Dũng,Ông Nguyễn Anh Dũng,Ông Nguyễn Anh Dũng,Ủy viên,
Ông Yoshihiro Sato,Ông Yoshihiro Sato,Ông Yoshihiro Sato,Ủy viên,
