row_label_raw,row_label_full,col_0,Giá trị ghi sổ và số có khả năng trả nợ,Giá trị ghi sổ và số có khả năng trả nợ_1,numeric__Giá trị ghi sổ và số có khả năng trả nợ,numeric__Giá trị ghi sổ và số có khả năng trả nợ_1
,,,2019VND,2018VND,,
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,7.137.442.750.576,8.509.821.739.319,7137442750576.0,8509821739319.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,48.426.105.064.126,61.110.219.775.379,48426105064126.0,61110219775379.0
Giảm trong năm,Giảm trong năm,Giảm trong năm,(46.881.380.883.678),(62.738.871.819.687),-46881380883678.0,-62738871819687.0
Chênh lệch tỷ giá,Chênh lệch tỷ giá,Chênh lệch tỷ giá,(10.319.529.265),256.273.055.565,-10319529265.0,256273055565.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,8.671.847.401.759,7.137.442.750.576,8671847401759.0,7137442750576.0
