row_label_raw,row_label_full,Ông Đình Việt Tiến,Trường ban,numeric__Trường ban
Ông Nguyễn Vinh Thanh,Ông Nguyễn Vinh Thanh,Ông Nguyễn Vinh Thanh,Kiểm soát viên,
Ông Tổng Văn Hải,Ông Tổng Văn Hải,Ông Tổng Văn Hải,Kiểm soát viên,
Bà Phạm Thị Dung,Bà Phạm Thị Dung,Bà Phạm Thị Dung,Kiểm soát viên,
Bà Hoàng Mai Ninh,Bà Hoàng Mai Ninh,Bà Hoàng Mai Ninh,Kiểm soát viên,
