row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2019 VND,1/1/2019 VND Đã điều chỉnh lại,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2019 VND,numeric__1/1/2019 VND Đã điều chỉnh lại
Tài sản dài hạn\( (200 = 210 + 220 + 240 + 250 + 260) \),Tài sản dài hạn\( (200 = 210 + 220 + 240 + 250 + 260) \),Tài sản dài hạn\( (200 = 210 + 220 + 240 + 250 + 260) \),200,,12.625.455.395.478,11.897.291.161.713,200.0,,12625455395478.0,11897291161713.0
Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,210,,204.885.000,204.885.000,210.0,,204885000.0,204885000.0
Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,216,,204.885.000,204.885.000,216.0,,204885000.0,204885000.0
Tài sản cố định,Tài sản cố định,Tài sản cố định,220,,333.469.719.597,369.932.609.495,220.0,,333469719597.0,369932609495.0
Tài sản cố định hữu hình,Tài sản cố định hữu hình,Tài sản cố định hữu hình,221,9,88.580.770.292,123.947.786.445,221.0,9.0,88580770292.0,123947786445.0
Nguyên giá,Nguyên giá,Nguyên giá,222,,346.689.421.353,344.959.137.577,222.0,,346689421353.0,344959137577.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,223,,(258.108.651.061),(221.011.351.132),223.0,,-258108651061.0,-221011351132.0
Tài sản cố định vô hình,Tài sản cố định vô hình,Tài sản cố định vô hình,227,10,244.888.949.305,245.984.823.050,227.0,10.0,244888949305.0,245984823050.0
Nguyên giá,Nguyên giá,Nguyên giá,228,,553.280.137.900,542.984.122.900,228.0,,553280137900.0,542984122900.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,229,,(308.391.188.595),(296.999.299.850),229.0,,-308391188595.0,-296999299850.0
Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,240,,1.839.136.959,7.106.266.161,240.0,,1839136959.0,7106266161.0
Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,242,,1.839.136.959,7.106.266.161,242.0,,1839136959.0,7106266161.0
Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,250,,12.076.460.946.676,11.287.231.889.800,250.0,,12076460946676.0,11287231889800.0
Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,251,11(a),9.450.358.700.020,9.450.358.700.020,251.0,,9450358700020.0,9450358700020.0
"Đầu tư vào các công ty liên doanh, liên kết","Đầu tư vào các công ty liên doanh, liên kết","Đầu tư vào các công ty liên doanh, liên kết",252,11(b),1.771.112.798.525,1.773.694.898.525,252.0,,1771112798525.0,1773694898525.0
Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,253,11(c),108.494.852.200,105.912.752.200,253.0,,108494852200.0,105912752200.0
Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,254,11(d),(53.505.404.069),(42.734.460.945),254.0,,-53505404069.0,-42734460945.0
Đầu tư nằm giữ đến ngày đáo hạn,Đầu tư nằm giữ đến ngày đáo hạn,Đầu tư nằm giữ đến ngày đáo hạn,255,5,800.000.000.000,-,255.0,5.0,800000000000.0,
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,260,,213.480.707.246,232.815.511.257,260.0,,213480707246.0,232815511257.0
Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,261,12(b),213.480.707.246,232.815.511.257,261.0,,213480707246.0,232815511257.0
TỔNG CỘNG TÀI SẢN\( (270 = 100 + 200) \),TỔNG CỘNG TÀI SẢN\( (270 = 100 + 200) \),TỔNG CỘNG TÀI SẢN\( (270 = 100 + 200) \),270,,40.639.644.354.483,36.246.241.369.073,270.0,,40639644354483.0,36246241369073.0
