row_label_raw,row_label_full,col_0,31/12/2019VND,1/1/2019VNDĐã điều chỉnh lại,numeric__31/12/2019VND,numeric__1/1/2019VNDĐã điều chỉnh lại
Thuế GTGT của hàng nhập khẩu nộp thừa (i),Thuế GTGT của hàng nhập khẩu nộp thừa (i),Thuế GTGT của hàng nhập khẩu nộp thừa (i),56.557.097.277,82.534.765.973,56557097277.0,82534765973.0
Thuế GTGT được khẩu trừ chưa nhận được hóa đơn tại ngày báo cáo,Thuế GTGT được khẩu trừ chưa nhận được hóa đơn tại ngày báo cáo,Thuế GTGT được khẩu trừ chưa nhận được hóa đơn tại ngày báo cáo,13.304.410.328,135.479.264.278,13304410328.0,135479264278.0
Thuế nhập khẩu phát sinh các năm trước được hoàn,Thuế nhập khẩu phát sinh các năm trước được hoàn,Thuế nhập khẩu phát sinh các năm trước được hoàn,-,87.566.072.184,,87566072184.0
Phải thu Bộ Công thương về phí bào quản hàng P10 (ii),Phải thu Bộ Công thương về phí bào quản hàng P10 (ii),Phải thu Bộ Công thương về phí bào quản hàng P10 (ii),11.280.510.607,11.328.747.850,11280510607.0,11328747850.0
Lãi dự thu,Lãi dự thu,Lãi dự thu,150.851.013.726,59.304.871.956,150851013726.0,59304871956.0
Phải thu công ty con – khoản hỗ trợ tài chính (iii),Phải thu công ty con – khoản hỗ trợ tài chính (iii),Phải thu công ty con – khoản hỗ trợ tài chính (iii),652.163.000.000,-,652163000000.0,
Phải thu các công ty con – lãi trả chậm,Phải thu các công ty con – lãi trả chậm,Phải thu các công ty con – lãi trả chậm,4.330.847.386,8.997.885.532,4330847386.0,8997885532.0
Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,6.237.657.834,2.610.036.483,6237657834.0,2610036483.0
"Phải thu cổ tức, lợi nhuận được chia","Phải thu cổ tức, lợi nhuận được chia","Phải thu cổ tức, lợi nhuận được chia",281.928.129.660,17.675.000.000,281928129660.0,17675000000.0
Phải thu khác,Phải thu khác,Phải thu khác,16.926.087.768,19.790.265.104,16926087768.0,19790265104.0
,,,1.193.578.754.586,425.286.909.360,1193578754586.0,425286909360.0
