row_label_raw,row_label_full,col_0,31/12/2018 triệu đồng,31/12/2017 triệu đồng,numeric__31/12/2018 triệu đồng,numeric__31/12/2017 triệu đồng
Các khoản phải thu,Các khoản phải thu,Các khoản phải thu,2.883.947,3.171.303,2883947.0,3171303.0
Các khoản phải thu nội bộ,Các khoản phải thu nội bộ,Các khoản phải thu nội bộ,52.881,39.058,52881.0,39058.0
Các khoản phải thu bên ngoài,Các khoản phải thu bên ngoài,Các khoản phải thu bên ngoài,2.831.066,3.132.245,2831066.0,3132245.0
- Phải thu từ Ngân sách Nhà nước,- Phải thu từ Ngân sách Nhà nước,- Phải thu từ Ngân sách Nhà nước,25.470,25.412,25470.0,25412.0
- Phải thu từ VAMC,- Phải thu từ VAMC,- Phải thu từ VAMC,-,14.787,,14787.0
- Các khoản phải thu từ bán trái phiếu và hợp đồng hợp tác đầu tư,- Các khoản phải thu từ bán trái phiếu và hợp đồng hợp tác đầu tư,- Các khoản phải thu từ bán trái phiếu và hợp đồng hợp tác đầu tư,2.254.893,2.521.826,2254893.0,2521826.0
- Phải thu từ dịch vụ thư tín dụng nhập hàng trả chậm (i),- Phải thu từ dịch vụ thư tín dụng nhập hàng trả chậm (i),- Phải thu từ dịch vụ thư tín dụng nhập hàng trả chậm (i),176.969,372.935,176969.0,372935.0
- Giao dịch chứng khoán chờ thành toán,- Giao dịch chứng khoán chờ thành toán,- Giao dịch chứng khoán chờ thành toán,132.125,-,132125.0,
- Chi phí xử lý tài sản bảo đảm nợ,- Chi phí xử lý tài sản bảo đảm nợ,- Chi phí xử lý tài sản bảo đảm nợ,25.653,24.569,25653.0,24569.0
- Các khoản phải thu khác từ bên ngoài,- Các khoản phải thu khác từ bên ngoài,- Các khoản phải thu khác từ bên ngoài,215.956,172.716,215956.0,172716.0
"Các khoản lãi, phí phải thu (ii)","Các khoản lãi, phí phải thu (ii)","Các khoản lãi, phí phải thu (ii)",1.379.955,1.104.505,1379955.0,1104505.0
Tài sản Có khác,Tài sản Có khác,Tài sản Có khác,458.909,535.040,458909.0,535040.0
- Vật liệu,- Vật liệu,- Vật liệu,6.654,6.693,6654.0,6693.0
"- Tài sản gán nợ đã chuyển quyền sở hữu cho tổ chức tín dụng, đang chờ xử lý","- Tài sản gán nợ đã chuyển quyền sở hữu cho tổ chức tín dụng, đang chờ xử lý","- Tài sản gán nợ đã chuyển quyền sở hữu cho tổ chức tín dụng, đang chờ xử lý",7.646,181.306,7646.0,181306.0
- Chi phí trả trước,- Chi phí trả trước,- Chi phí trả trước,444.609,347.041,444609.0,347041.0
,,,4.722.811,4.810.848,4722811.0,4810848.0
