row_label_raw,row_label_full,col_0,Thuyết minh,31/12/2018 triệu đồng,31/12/2017 triệu đồng,numeric__Thuyết minh,numeric__31/12/2018 triệu đồng,numeric__31/12/2017 triệu đồng
Dự phòng rủi ro chứng khoán đầu tư,Các công cụ tài chính phải sinh và các tài sản tài chính khác > Dự phòng rủi ro chứng khoán đầu tư,Dự phòng rủi ro chứng khoán đầu tư,,(141.043),(853.939),,-141043.0,-853939.0
"Góp vốn, đầu tư dài hạn","Các công cụ tài chính phải sinh và các tài sản tài chính khác > Góp vốn, đầu tư dài hạn","Góp vốn, đầu tư dài hạn",12,214.799,213.947,12.0,214799.0,213947.0
Đầu tư vào công ty con,Các công cụ tài chính phải sinh và các tài sản tài chính khác > Đầu tư vào công ty con,Đầu tư vào công ty con,,100.000,100.000,,100000.0,100000.0
Đầu tư dài hạn khác,Các công cụ tài chính phải sinh và các tài sản tài chính khác > Đầu tư dài hạn khác,Đầu tư dài hạn khác,,185.274,185.259,,185274.0,185259.0
Dự phòng giảm giá đầu tư dài hạn khác,Các công cụ tài chính phải sinh và các tài sản tài chính khác > Dự phòng giảm giá đầu tư dài hạn khác,Dự phòng giảm giá đầu tư dài hạn khác,,(70.475),(71.312),,-70475.0,-71312.0
Tài sản cố định,Các công cụ tài chính phải sinh và các tài sản tài chính khác > Tài sản cố định,Tài sản cố định,13,343.562,366.219,13.0,343562.0,366219.0
Tài sản cố định hữu hình,Các công cụ tài chính phải sinh và các tài sản tài chính khác > Tài sản cố định hữu hình,Tài sản cố định hữu hình,13.1,191.707,216.193,131.0,191707.0,216193.0
Nguyên giá tài sản cố định,Các công cụ tài chính phải sinh và các tài sản tài chính khác > Nguyên giá tài sản cố định,Nguyên giá tài sản cố định,,576.337,547.478,,576337.0,547478.0
Khấu hao tài sản cố định,Các công cụ tài chính phải sinh và các tài sản tài chính khác > Khấu hao tài sản cố định,Khấu hao tài sản cố định,,(384.630),(331.285),,-384630.0,-331285.0
Tài sản cố định vô hình,Các công cụ tài chính phải sinh và các tài sản tài chính khác > Tài sản cố định vô hình,Tài sản cố định vô hình,13.2,151.855,150.026,132.0,151855.0,150026.0
Nguyên giá tài sản cố định,Các công cụ tài chính phải sinh và các tài sản tài chính khác > Nguyên giá tài sản cố định,Nguyên giá tài sản cố định,,321.507,284.179,,321507.0,284179.0
Hao mòn tài sản cố định,Các công cụ tài chính phải sinh và các tài sản tài chính khác > Hao mòn tài sản cố định,Hao mòn tài sản cố định,,(169.652),(134.153),,-169652.0,-134153.0
Bất động sản đầu tư,Bất động sản đầu tư,Bất động sản đầu tư,,-,-,,,
Tài sản Có khác,Bất động sản đầu tư > Tài sản Có khác,Tài sản Có khác,14,4.722.811,4.810.848,14.0,4722811.0,4810848.0
Các khoản phải thu,Bất động sản đầu tư > Các khoản phải thu,Các khoản phải thu,,2.883.947,3.171.303,,2883947.0,3171303.0
"Các khoản lãi, phí phải thu","Bất động sản đầu tư > Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu",,1.379.955,1.104.505,,1379955.0,1104505.0
Tài sản Có khác,Bất động sản đầu tư > Tài sản Có khác,Tài sản Có khác,,458.909,535.040,,458909.0,535040.0
TỔNG TÀI SẢN,Bất động sản đầu tư > TỔNG TÀI SẢN,TỔNG TÀI SẢN,,139.295.819,123.295.449,,139295819.0,123295449.0
