row_label_raw,row_label_full,Chứng khoán đầu tư sẵn sàng để bán (Thuyết minh 11.1) > Chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành) (Thuyết minh 11.2) > Trái phiếu đặc biệt do VAMC phát hành(Thuyết minh số 11.3),31/12/2018triệu đồng > 26.446.423 > 42.380 > -,31/12/2017triệu đồng > 22.433.865 > 42.380 > 1.528.090,numeric__31/12/2018triệu đồng > 26.446.423 > 42.380 > -,numeric__31/12/2017triệu đồng > 22.433.865 > 42.380 > 1.528.090
Dự phòng rủi ro chứng khoán đầu tư,Dự phòng rủi ro chứng khoán đầu tư,Dự phòng rủi ro chứng khoán đầu tư,(141.043),(853.939),-141043.0,-853939.0
,,,26.347.760,23.150.396,26347760.0,23150396.0
