row_label_raw,row_label_full,col_0,Dự phòng chung triệu đồng,Dự phòng cụ thể triệu đồng,Tổng cộng triệu đồng,numeric__Dự phòng chung triệu đồng,numeric__Dự phòng cụ thể triệu đồng,numeric__Tổng cộng triệu đồng
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,555.005,389.855,944.860,555005.0,389855.0,944860.0
Dự phòng rủi ro trích lập trong năm,Dự phòng rủi ro trích lập trong năm,Dự phòng rủi ro trích lập trong năm,124.945,448.569,573.514,124945.0,448569.0,573514.0
Phân loại lại từ DPRR chứng khoán đầu tư,Phân loại lại từ DPRR chứng khoán đầu tư,Phân loại lại từ DPRR chứng khoán đầu tư,-,15.701,15.701,,15701.0,15701.0
Ảnh hưởng của việc mua bán các khoản cho vay trong năm,Ảnh hưởng của việc mua bán các khoản cho vay trong năm,Ảnh hưởng của việc mua bán các khoản cho vay trong năm,-,1.052.295,1.052.295,,1052295.0,1052295.0
Sử dụng dự phòng để xử lý rủi ro trong năm,Sử dụng dự phòng để xử lý rủi ro trong năm,Sử dụng dự phòng để xử lý rủi ro trong năm,-,(1.714.237),(1.714.237),,-1714237.0,-1714237.0
Tăng khác,Tăng khác,Tăng khác,-,5.632,5.632,,5632.0,5632.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,679.950,197.815,877.765,679950.0,197815.0,877765.0
