row_label_raw,row_label_full,col_0,31/12/2018 > %/năm,31/12/2017 > %/năm,numeric__31/12/2018 > %/năm,numeric__31/12/2017 > %/năm
Cho vay thương mại bằng VND,Cho vay thương mại bằng VND,Cho vay thương mại bằng VND,"4,80% - 13,09%","4,78% - 13,09%",,
Cho vay thương mại bằng ngoại tệ,Cho vay thương mại bằng ngoại tệ,Cho vay thương mại bằng ngoại tệ,"2,50% - 5,36%","1,00% - 5,66%",,
