row_label_raw,row_label_full,col_0,Thuyết minh,Năm 2018 triệu đồng,Năm 2017 triệu đồng,numeric__Thuyết minh,numeric__Năm 2018 triệu đồng,numeric__Năm 2017 triệu đồng
Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,23,10.085.843,7.252.564,23.0,10085843.0,7252564.0
Chi phí lãi và các khoản chi phí tương tự,Chi phí lãi và các khoản chi phí tương tự,Chi phí lãi và các khoản chi phí tương tự,24,(5.272.875),(3.809.420),24.0,-5272875.0,-3809420.0
Thu nhập lãi thuần,Thu nhập lãi thuần,Thu nhập lãi thuần,,4.812.968,3.443.144,,4812968.0,3443144.0
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,,999.627,582.223,,999627.0,582223.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,,(289.067),(184.184),,-289067.0,-184184.0
Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,25,710.560,398.039,25.0,710560.0,398039.0
Lỗ thuần từ hoạt động kinh doanh ngoại hối,Lỗ thuần từ hoạt động kinh doanh ngoại hối,Lỗ thuần từ hoạt động kinh doanh ngoại hối,26,(25.871),(62.888),26.0,-25871.0,-62888.0
Lãi thuần từ chứng khoán đầu tư,Lãi thuần từ chứng khoán đầu tư,Lãi thuần từ chứng khoán đầu tư,27,35.757,161.340,27.0,35757.0,161340.0
"Thu nhập từ góp vốn, mua cổ phần","Thu nhập từ góp vốn, mua cổ phần","Thu nhập từ góp vốn, mua cổ phần",,29.355,1.380,,29355.0,1380.0
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,,569.592,160.264,,569592.0,160264.0
Chi phí từ hoạt động khác,Chi phí từ hoạt động khác,Chi phí từ hoạt động khác,,(83.579),(33.814),,-83579.0,-33814.0
Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,28,486.013,126.450,28.0,486013.0,126450.0
TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,,6.048.782,4.067.465,,6048782.0,4067465.0
Chi phí tiền lương,Chi phí tiền lương,Chi phí tiền lương,,(1.607.142),(1.306.442),,-1607142.0,-1306442.0
Chi phí khấu hao,Chi phí khấu hao,Chi phí khấu hao,,(90.863),(90.560),,-90863.0,-90560.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,,(935.251),(915.614),,-935251.0,-915614.0
TỔNG CHI PHÍ HOẠT ĐỘNG,TỔNG CHI PHÍ HOẠT ĐỘNG,TỔNG CHI PHÍ HOẠT ĐỘNG,29,(2.633.256),(2.312.616),29.0,-2633256.0,-2312616.0
Lợi nhuận thuần từ hoạt động kinh doanh trước chỉ phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chỉ phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chỉ phí dự phòng rủi ro tín dụng,,3.415.526,1.754.849,,3415526.0,1754849.0
Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,,(653.487),(349.935),,-653487.0,-349935.0
TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,,2.762.039,1.404.914,,2762039.0,1404914.0
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,21,(546.536),(280.706),21.0,-546536.0,-280706.0
Tổng chỉ phí thuế TNDN,Tổng chỉ phí thuế TNDN,Tổng chỉ phí thuế TNDN,,(546.536),(280.706),,-546536.0,-280706.0
LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,,2.215.503,1.124.208,,2215503.0,1124208.0
Lãi trên mỗi cổ phiếu (VND/cổ phiếu),Lãi trên mỗi cổ phiếu (VND/cổ phiếu),Lãi trên mỗi cổ phiếu (VND/cổ phiếu),22.2,3.914,1.968,222.0,3914.0,1968.0
