row_label_raw,row_label_full,col_0,Thuyết minh,Năm 2018 triệu đồng,Năm 2017 triệu đồng,numeric__Thuyết minh,numeric__Năm 2018 triệu đồng,numeric__Năm 2017 triệu đồng
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
Thu nhập lãi và các khoản thu nhập tương tự nhận được,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập lãi và các khoản thu nhập tương tự nhận được,Thu nhập lãi và các khoản thu nhập tương tự nhận được,,9.964.034,7.453.005,,9964034.0,7453005.0
Chi phí lãi và các khoản chi phí tương tự đã trả,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chi phí lãi và các khoản chi phí tương tự đã trả,Chi phí lãi và các khoản chi phí tương tự đã trả,,(5.022.285),(3.215.602),,-5022285.0,-3215602.0
Thu nhập từ hoạt động dịch vụ nhận được,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập từ hoạt động dịch vụ nhận được,Thu nhập từ hoạt động dịch vụ nhận được,,710.560,398.039,,710560.0,398039.0
"Lãi thuần từ hoạt động kinh doanh chứng khoán, ngoại tệ","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lãi thuần từ hoạt động kinh doanh chứng khoán, ngoại tệ","Lãi thuần từ hoạt động kinh doanh chứng khoán, ngoại tệ",,8.069,98.452,,8069.0,98452.0
Thu nhập/(Chi phí) khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập/(Chi phí) khác,Thu nhập/(Chi phí) khác,,358.648,(7.662),,358648.0,-7662.0
"Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro","Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro",,126.239,107.399,,126239.0,107399.0
Tiền chi trả cho nhân viên và hoạt động quản lý công vụ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền chi trả cho nhân viên và hoạt động quản lý công vụ,Tiền chi trả cho nhân viên và hoạt động quản lý công vụ,,(2.447.026),(2.222.056),,-2447026.0,-2222056.0
Tiền thuế thu nhập doanh nghiệp nộp trong năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thuế thu nhập doanh nghiệp nộp trong năm,Tiền thuế thu nhập doanh nghiệp nộp trong năm,21,(499.399),(182.472),21.0,-499399.0,-182472.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,,3.198.840,2.429.103,,3198840.0,2429103.0
Những thay đổi về tài sản hoạt động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,,(19.085.128),(18.278.147),,-19085128.0,-18278147.0
"Giảm/(Tăng) các khoản tiền, vàng gửi và cho vay các tổ chức tín dụng khác","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Giảm/(Tăng) các khoản tiền, vàng gửi và cho vay các tổ chức tín dụng khác","Giảm/(Tăng) các khoản tiền, vàng gửi và cho vay các tổ chức tín dụng khác",,193.276,(217.873),,193276.0,-217873.0
(Tăng)/Giảm các khoản về kinh doanh chứng khoán,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > (Tăng)/Giảm các khoản về kinh doanh chứng khoán,(Tăng)/Giảm các khoản về kinh doanh chứng khoán,,(2.484.468),3.548.426,,-2484468.0,3548426.0
Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,,-,100.762,,,100762.0
Tăng các khoản cho vay khách hàng,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tăng các khoản cho vay khách hàng,Tăng các khoản cho vay khách hàng,,(15.737.398),(20.640.411),,-15737398.0,-20640411.0
