row_label_raw,row_label_full,col_0,31/12/2016,01/01/2016,numeric__31/12/2016,numeric__01/01/2016
,,,VND,VND,,
- Tổng công ty Điện lực Miền Nam,- Tổng công ty Điện lực Miền Nam,- Tổng công ty Điện lực Miền Nam,48.006.417.479,67.408.349.632,48006417479.0,67408349632.0
"- Myanmar Solar Rays Co., Ltd Solar Rays Electrical Trading","- Myanmar Solar Rays Co., Ltd Solar Rays Electrical Trading","- Myanmar Solar Rays Co., Ltd Solar Rays Electrical Trading",42.351.514.666,38.775.578.887,42351514666.0,38775578887.0
- Công ty Cổ phần Sản xuất Thanh Vân,- Công ty Cổ phần Sản xuất Thanh Vân,- Công ty Cổ phần Sản xuất Thanh Vân,-,19.260.526.417,,19260526417.0
- Công ty Cổ phần Tập đoàn Đức Tường,- Công ty Cổ phần Tập đoàn Đức Tường,- Công ty Cổ phần Tập đoàn Đức Tường,88.333.399.058,51.114.618.503,88333399058.0,51114618503.0
- Công ty TNHH Thiết bị điện Quý Dần,- Công ty TNHH Thiết bị điện Quý Dần,- Công ty TNHH Thiết bị điện Quý Dần,95.321.690.364,61.550.243.456,95321690364.0,61550243456.0
- Công ty Cổ phần Thương mại Điện máy Kim Biên,- Công ty Cổ phần Thương mại Điện máy Kim Biên,- Công ty Cổ phần Thương mại Điện máy Kim Biên,47.051.275.494,63.448.616.616,47051275494.0,63448616616.0
- Công ty Cổ phần Dây cáp diện Việt Thái,- Công ty Cổ phần Dây cáp diện Việt Thái,- Công ty Cổ phần Dây cáp diện Việt Thái,-,15.811.537.610,,15811537610.0
- Công ty Cổ phần Dây và cáp Sacom,- Công ty Cổ phần Dây và cáp Sacom,- Công ty Cổ phần Dây và cáp Sacom,-,23.736.287.344,,23736287344.0
- Công ty Cổ phần Điện máy Thành phố Hồ Chí Minh,- Công ty Cổ phần Điện máy Thành phố Hồ Chí Minh,- Công ty Cổ phần Điện máy Thành phố Hồ Chí Minh,49.378.466.548,46.710.170.167,49378466548.0,46710170167.0
- Công ty TNHH MTV Điện lực Đồng Nai,- Công ty TNHH MTV Điện lực Đồng Nai,- Công ty TNHH MTV Điện lực Đồng Nai,-,6.448.347.775,,6448347775.0
- Công ty Cổ phần Đầu tư Mai Tiến Phát,- Công ty Cổ phần Đầu tư Mai Tiến Phát,- Công ty Cổ phần Đầu tư Mai Tiến Phát,48.742.654.633,44.233.677.915,48742654633.0,44233677915.0
- Công ty Cổ phần Chế tạo bơm Hải Dương,- Công ty Cổ phần Chế tạo bơm Hải Dương,- Công ty Cổ phần Chế tạo bơm Hải Dương,27.671.454.321,-,27671454321.0,
- Ban quản lý dự án Các Công trình Điện Miền Nam - Chi nhánh TCT truyền tải điện quốc gia,- Ban quản lý dự án Các Công trình Điện Miền Nam - Chi nhánh TCT truyền tải điện quốc gia,- Ban quản lý dự án Các Công trình Điện Miền Nam - Chi nhánh TCT truyền tải điện quốc gia,40.127.724.239,-,40127724239.0,
- Electricite Du Cambodge (EDC),- Electricite Du Cambodge (EDC),- Electricite Du Cambodge (EDC),23.120.618.693,-,23120618693.0,
- Công ty Cổ phần Cơ khí xây dựng và thương mại Đại Dũng,- Công ty Cổ phần Cơ khí xây dựng và thương mại Đại Dũng,- Công ty Cổ phần Cơ khí xây dựng và thương mại Đại Dũng,9.186.218.400,-,9186218400.0,
- Các khoản phải thu khách hàng khác,- Các khoản phải thu khách hàng khác,- Các khoản phải thu khách hàng khác,716.662.148.024,525.551.160.530,716662148024.0,525551160530.0
,,,1.235.953.581.919,964.049.114.852,1235953581919.0,964049114852.0
