row_label_raw,row_label_full,col_0,Năm 2016,Năm 2015,numeric__Năm 2016,numeric__Năm 2015
,,,VND,VND,,
"Lãi tiền gửi, lãi cho vay","Lãi tiền gửi, lãi cho vay","Lãi tiền gửi, lãi cho vay",32.574.930.824,28.544.412.931,32574930824.0,28544412931.0
"Chiết khấu thanh toán, lãi bán hàng trả chậm","Chiết khấu thanh toán, lãi bán hàng trả chậm","Chiết khấu thanh toán, lãi bán hàng trả chậm",-,306.138.901,,306138901.0
Lãi bán các khoản đầu tư,Lãi bán các khoản đầu tư,Lãi bán các khoản đầu tư,41.509.941.593,220.000.000,41509941593.0,220000000.0
"Cổ tức, lợi nhuận được chia","Cổ tức, lợi nhuận được chia","Cổ tức, lợi nhuận được chia",160.366.291.035,93.702.479.511,160366291035.0,93702479511.0
Lãi chênh lệch tỷ giá phát sinh trong năm,Lãi chênh lệch tỷ giá phát sinh trong năm,Lãi chênh lệch tỷ giá phát sinh trong năm,2.930.837.483,5.161.566.853,2930837483.0,5161566853.0
Lãi chênh lệch tỷ giá do đánh giá lại số dư cuối năm,Lãi chênh lệch tỷ giá do đánh giá lại số dư cuối năm,Lãi chênh lệch tỷ giá do đánh giá lại số dư cuối năm,1.426.753.038,2.177.708.362,1426753038.0,2177708362.0
Doanh thu hoạt động tài chính khác,Doanh thu hoạt động tài chính khác,Doanh thu hoạt động tài chính khác,8.686.160.102,34.757.646,8686160102.0,34757646.0
,,,247.494.914.074,130.147.064.204,247494914074.0,130147064204.0
27 . CHI PHÍ TÀI CHÍNH,27 . CHI PHÍ TÀI CHÍNH,27 . CHI PHÍ TÀI CHÍNH,27 . CHI PHÍ TÀI CHÍNH,27 . CHI PHÍ TÀI CHÍNH,,
,,,Năm 2016,Năm 2015,,
,,,VND,VND,,
Lãi tiền vay,27 . CHI PHÍ TÀI CHÍNH > Lãi tiền vay,Lãi tiền vay,67.726.821.032,54.828.381.840,67726821032.0,54828381840.0
"Chiết khấu thanh toán, lãi mua hàng trả chậm","27 . CHI PHÍ TÀI CHÍNH > Chiết khấu thanh toán, lãi mua hàng trả chậm","Chiết khấu thanh toán, lãi mua hàng trả chậm",970.726.763,587.490.486,970726763.0,587490486.0
Lỗ do thanh lý các khoản đầu tư tài chính,27 . CHI PHÍ TÀI CHÍNH > Lỗ do thanh lý các khoản đầu tư tài chính,Lỗ do thanh lý các khoản đầu tư tài chính,-,65.888.679.265,,65888679265.0
Lỗ chênh lệch tỷ giá phát sinh trong năm,27 . CHI PHÍ TÀI CHÍNH > Lỗ chênh lệch tỷ giá phát sinh trong năm,Lỗ chênh lệch tỷ giá phát sinh trong năm,6.680.641.291,8.837.688.344,6680641291.0,8837688344.0
Lỗ chênh lệch tỷ giá do đánh giá lại số dư cuối năm,27 . CHI PHÍ TÀI CHÍNH > Lỗ chênh lệch tỷ giá do đánh giá lại số dư cuối năm,Lỗ chênh lệch tỷ giá do đánh giá lại số dư cuối năm,27.414.438,32.438.787,27414438.0,32438787.0
Dự phòng giảm giá chứng khoán kinh doanh và tổn thất đầu tư,27 . CHI PHÍ TÀI CHÍNH > Dự phòng giảm giá chứng khoán kinh doanh và tổn thất đầu tư,Dự phòng giảm giá chứng khoán kinh doanh và tổn thất đầu tư,(765.375.190),(466.203.037),-765375190.0,-466203037.0
Chi phí tài chính khác,27 . CHI PHÍ TÀI CHÍNH > Chi phí tài chính khác,Chi phí tài chính khác,394.888.953,637.011.875,394888953.0,637011875.0
,,,75.035.117.287,130.345.487.560,75035117287.0,130345487560.0
28 . CHI PHÍ BÁN HÀNG,28 . CHI PHÍ BÁN HÀNG,28 . CHI PHÍ BÁN HÀNG,28 . CHI PHÍ BÁN HÀNG,28 . CHI PHÍ BÁN HÀNG,,
,,,Năm 2016,Năm 2015,,
,,,VND,VND,,
"Chi phí nguyên liệu, vật liệu","28 . CHI PHÍ BÁN HÀNG > Chi phí nguyên liệu, vật liệu","Chi phí nguyên liệu, vật liệu",4.522.713.957,3.307.483.018,4522713957.0,3307483018.0
Chi phí nhân công,28 . CHI PHÍ BÁN HÀNG > Chi phí nhân công,Chi phí nhân công,18.180.505.758,32.134.567.198,18180505758.0,32134567198.0
Chi phí khấu hao tài sản cố định,28 . CHI PHÍ BÁN HÀNG > Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,4.085.810.363,1.943.037.244,4085810363.0,1943037244.0
Chi phí dịch vụ mua ngoài,28 . CHI PHÍ BÁN HÀNG > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,60.625.721.300,75.187.838.260,60625721300.0,75187838260.0
Chi phí khác bằng tiền,28 . CHI PHÍ BÁN HÀNG > Chi phí khác bằng tiền,Chi phí khác bằng tiền,44.742.544.790,49.438.713.020,44742544790.0,49438713020.0
Chi phí bảo hành,28 . CHI PHÍ BÁN HÀNG > Chi phí bảo hành,Chi phí bảo hành,16.503.992.415,39.079.328.844,16503992415.0,39079328844.0
,,,148.661.288.583,201.090.967.584,148661288583.0,201090967584.0
29 . CHI PHÍ QUẢN LÝ DOANH NGHIỆP,29 . CHI PHÍ QUẢN LÝ DOANH NGHIỆP,29 . CHI PHÍ QUẢN LÝ DOANH NGHIỆP,29 . CHI PHÍ QUẢN LÝ DOANH NGHIỆP,29 . CHI PHÍ QUẢN LÝ DOANH NGHIỆP,,
,,,Năm 2016,Năm 2015,,
,,,VND,VND,,
