row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2016 > VND,Năm 2015 > VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2016 > VND,numeric__Năm 2015 > VND
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,23,7.409.353.474.617,8.630.723.684.053,,23.0,7409353474617.0,8630723684053.0
02,02,02,2. Các khoản giảm trừ doanh thu,24,112.240.139.749,248.016.241.157,,24.0,112240139749.0,248016241157.0
10,10,10,3. Doanh thu thuần bán hàng và cung cấp dịch vụ,,7.297.113.334.868,8.382.707.442.896,,,7297113334868.0,8382707442896.0
11,11,11,4. Giá vốn hàng bán,25,6.328.866.193.807,7.276.539.684.313,,25.0,6328866193807.0,7276539684313.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,968.247.141.061,1.106.167.758.583,,,968247141061.0,1106167758583.0
21,21,21,6. Doanh thu hoạt động tài chính,26,247.494.914.074,130.147.064.204,,26.0,247494914074.0,130147064204.0
22,22,22,7. Chi phí tài chính,27,75.035.117.287,130.345.487.560,,27.0,75035117287.0,130345487560.0
24,24,24,"8. Phần lãi hoặc lỗ trong công ty liên doanh, liên kết",,(18.053.965.426),5.198.438.999,,,-18053965426.0,5198438999.0
25,25,25,9. Chi phí bán hàng,28,148.661.288.583,201.090.967.584,,28.0,148661288583.0,201090967584.0
26,26,26,10 Chi phí quản lý doanh nghiệp,29,253.579.232.454,338.748.091.893,,29.0,253579232454.0,338748091893.0
30,30,30,11. Lợi nhuận thuần từ hoạt động kinh doanh,,720.412.451.385,571.328.714.749,,,720412451385.0,571328714749.0
31,31,31,12. Thu nhập khác,,8.239.472.445,6.462.728.666,,,8239472445.0,6462728666.0
32,32,32,13. Chi phí khác,,29.009.873.831,3.388.813.123,,,29009873831.0,3388813123.0
40,40,40,14. Lợi nhuận khác,,(20.770.401.386),3.073.915.543,,,-20770401386.0,3073915543.0
50,50,50,15. Tổng lợi nhuận kế toán trước thuế,,699.642.049.999,574.402.630.292,,,699642049999.0,574402630292.0
51,51,51,16. Chi phí thuế thu nhập doanh nghiệp hiện hành,,119.789.766.028,118.297.862.487,,,119789766028.0,118297862487.0
52,52,52,17. Chi phí thuế thu nhập doanh nghiệp hoãn lại,,357.066.668,108.281.913,,,357066668.0,108281913.0
60,60,60,18. Lợi nhuận sau thuế thu nhập doanh nghiệp,,579.495.217.303,455.996.485.892,,,579495217303.0,455996485892.0
61,61,61,19. Lợi nhuận sau thuế của Công ty mẹ,,461.734.648.688,321.109.975.563,,,461734648688.0,321109975563.0
62,62,62,20. Lợi nhuận sau thuế của Cổ đông không kiểm soát,,117.760.568.615,134.886.510.329,,,117760568615.0,134886510329.0
70,70,70,21. Lãi cơ bản trên cổ phiếu,30,2.989,2.208,,30.0,2989.0,2208.0
71,71,71,22. Lãi suy giảm trên cổ phiếu,31,1.995,,,31.0,1995.0,
