row_label_raw,row_label_full,col_0,col_1,31/12/2016 > Giá trịVND,31/12/2016 > Dự phòngVND,01/01/2016 > Giá trịVND,01/01/2016 > Dự phòngVND,numeric__col_1,numeric__31/12/2016 > Giá trịVND,numeric__31/12/2016 > Dự phòngVND,numeric__01/01/2016 > Giá trịVND,numeric__01/01/2016 > Dự phòngVND
a),a),a),Ngắn hạn,,,,,,,,,
a),a) > a),a),"Phải thu về lãi tiền gửi, tiền cho vay",5.800.265.279,-,2.491.439.432,-,,5800265279.0,,2491439432.0,
a),a) > a),a),Phải thu người lao động,4.096.522.722,-,-,-,,4096522722.0,,,
a),a) > a),a),Phải thu về bảo hiểm xã hội,51.430.244,-,41.546.350,-,,51430244.0,,41546350.0,
a),a) > a),a),Phải thu về bảo hiểm y tế,46.900,-,-,-,,46900.0,,,
a),a) > a),a),Phải thu về bảo hiểm thất nghiệp,4.550,-,-,-,,4550.0,,,
a),a) > a),a),Tạm ứng,11.466.484.760,-,4.890.590.185,-,,11466484760.0,,4890590185.0,
a),a) > a),a),"Ký cược, ký quỹ",5.877.244.574,-,3.632.172.469,-,,5877244574.0,,3632172469.0,
a),a) > a),a),Phải thu tiền đặt cọc mua cổ phần (*),213.286.200.000,-,-,-,,213286200000.0,,,
a),a) > a),a),"Tạm ứng tiền thường HĐQT, ban điều hành",3.000.000.000,-,1.100.000.000,-,,3000000000.0,,1100000000.0,
a),a) > a),a),Phải thu khác,1.017.135.336,-,489.013.136,-,,1017135336.0,,489013136.0,
a),a) > a),a),,244.595.334.365,-,12.644.761.572,-,,244595334365.0,,12644761572.0,
b),b),b),Dài hạn,,,,,,,,,
b),b) > b),b),"Ký cược, ký quỹ",441.000.000,-,395.000.000,-,,441000000.0,,395000000.0,
b),b) > b),b),,441.000.000,-,395.000.000,-,,441000000.0,,395000000.0,
