row_label_raw,row_label_full,Thuế giá trị gia tăng,Tại ngày1.1.2021VND > 265.406.888.284,Số phát sinh trong năm VND > 3.720.669.100.477,Số đã thực thu/nộp trong năm VND > (3.774.346.867.695),Tại ngày31.12.2021VND > 211.729.121.066,numeric__Tại ngày1.1.2021VND > 265.406.888.284,numeric__Số phát sinh trong năm VND > 3.720.669.100.477,numeric__Số đã thực thu/nộp trong năm VND > (3.774.346.867.695),numeric__Tại ngày31.12.2021VND > 211.729.121.066
Thuế TNDN,Thuế TNDN,Thuế TNDN,261.381.666.681,954.883.280.274,(1.045.034.654.569),171.230.292.386,261381666681.0,954883280274.0,-1045034654569.0,171230292386.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,68.620.155.241,892.302.602.560,(865.848.309.700),95.074.448.101,68620155241.0,892302602560.0,-865848309700.0,95074448101.0
Khác,Khác,Khác,5.039.558.319,181.704.065.265,(179.637.731.759),7.105.891.825,5039558319.0,181704065265.0,-179637731759.0,7105891825.0
,,,600.448.268.525,5.749.559.048.576,(5.864.867.563.723),485.139.753.378,600448268525.0,5749559048576.0,-5864867563723.0,485139753378.0
