row_label_raw,row_label_full,col_0,col_1,2021VND,2020VND,numeric__col_1,numeric__2021VND,numeric__2020VND
(a),(a),(a),Ngắn hạn,Ngắn hạn,Ngắn hạn,,,
(a),(a) > (a),(a),"Nhận ký cược, ký quỹ ngắn hạn",112.170.802.413,118.693.347.207,,112170802413.0,118693347207.0
(a),(a) > (a),(a),"Bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp",85.026.865.617,90.077.629.985,,85026865617.0,90077629985.0
(a),(a) > (a),(a),Kinh phí công đoàn,82.995.929.719,78.135.212.986,,82995929719.0,78135212986.0
(a),(a) > (a),(a),"Cổ tức, lợi nhuận phải trả",12.806.984.031,308.649.574.006,,12806984031.0,308649574006.0
(a),(a) > (a),(a),Khác,262.466.739.914,149.261.128.050,,262466739914.0,149261128050.0
(a),(a) > (a),(a),,555.467.321.694,744.816.892.234,,555467321694.0,744816892234.0
(b),(b),(b),Dài hạn,Dài hạn,Dài hạn,,,
(b),(b) > (b),(b),"Nhận ký cược, ký quỹ dài hạn",26.811.367.303,29.878.624.140,,26811367303.0,29878624140.0
(b),(b) > (b),(b),Khác,8.096.842.271,8.614.259.892,,8096842271.0,8614259892.0
(b),(b) > (b),(b),,34.908.209.574,38.492.884.032,,34908209574.0,38492884032.0
