row_label_raw,row_label_full,col_0,col_1,2021VND,2020VND,col_4,col_5,numeric__col_1,numeric__2021VND,numeric__2020VND,numeric__col_4,numeric__col_5
,,,,Bên thứ ba,710.658.541.296,,,,,710658541296.0,,
,,,,Chi tiết số dư các khách hàng chiêm hơn 10% tổng người mua trả tiền trước ngắn hạn:,Chi tiết số dư các khách hàng chiêm hơn 10% tổng người mua trả tiền trước ngắn hạn:,,,,,,,
,,,,2021VND,2020VND,,,,,,,
,,,,Ngân hàng TMCP Ngoại thương Việt Nam,33.876.102.400,,,,,33876102400.0,,
19,19,19,CHI PHÍ PHÀI TRÀ NGÂN HẠN,CHI PHÍ PHÀI TRÀ NGÂN HẠN,CHI PHÍ PHÀI TRÀ NGÂN HẠN,,,,,,,
19,19,19,CHI PHÍ PHÀI TRÀ NGÂN HẠN,CHI PHÍ PHÀI TRÀ NGÂN HẠN,CHI PHÍ PHÀI TRÀ NGÂN HẠN,2021VND,2020VND,,,,,
19,19 > 19,19,CHI PHÍ PHÀI TRÀ NGÂN HẠN,CHI PHÍ PHÀI TRÀ NGÂN HẠN,CHI PHÍ PHÀI TRÀ NGÂN HẠN,Chi phí liên quan đến các dư án tích hợp hệ thống,373.922.432.375,,,,,373922432375.0
19,19 > 19,19,CHI PHÍ PHÀI TRÀ NGÂN HẠN,CHI PHÍ PHÀI TRÀ NGÂN HẠN,CHI PHÍ PHÀI TRÀ NGÂN HẠN,Lãi vay phải trả,136.502.079.832,,,,,136502079832.0
19,19 > 19,19,CHI PHÍ PHÀI TRÀ NGÂN HẠN,CHI PHÍ PHÀI TRÀ NGÂN HẠN,CHI PHÍ PHÀI TRÀ NGÂN HẠN,Khác,318.701.711.190,,,,,318701711190.0
19,19 > 19,19,CHI PHÍ PHÀI TRÀ NGÂN HẠN,CHI PHÍ PHÀI TRÀ NGÂN HẠN,CHI PHÍ PHÀI TRÀ NGÂN HẠN,,829.126.223.397,,,,,829126223397.0
20,20,20,DOANH THU CHƯA THỰC HIỆN,DOANH THU CHƯA THỰC HIỆN,DOANH THU CHƯA THỰC HIỆN,,,,,,,
20,20,20,DOANH THU CHƯA THỰC HIỆN,DOANH THU CHƯA THỰC HIỆN,DOANH THU CHƯA THỰC HIỆN,2021VND,2020VND,,,,,
(a),(a),(a),Ngắn hạn,Ngắn hạn,Ngắn hạn,,,,,,,
(a),(a) > (a),(a),Dịch vụ viễn thông,1.377.808.677.041,1.212.664.763.295,,,,1377808677041.0,1212664763295.0,,
(a),(a) > (a),(a),Dịch vụ giáo dục,974.465.066.009,639.598.614.005,,,,974465066009.0,639598614005.0,,
(a),(a) > (a),(a),Khác,178.095.552.508,110.615.197.230,,,,178095552508.0,110615197230.0,,
(a),(a) > (a),(a),,2.530.369.295.558,1.962.878.574.530,,,,2530369295558.0,1962878574530.0,,
(b),(b),(b),Dài hạn,Dài hạn,Dài hạn,,,,,,,
(b),(b) > (b),(b),Dịch vụ viễn thông,7.633.889.103,6.064.949.466,,,,7633889103.0,6064949466.0,,
(b),(b) > (b),(b),Dịch vụ giáo dục,9.388.326.084,-,,,,9388326084.0,,,
(b),(b) > (b),(b),Khác,77.821.634.378,35.059.606.064,,,,77821634378.0,35059606064.0,,
(b),(b) > (b),(b),,94.843.849.565,41.124.555.530,,,,94843849565.0,41124555530.0,,
