row_label_raw,row_label_full,col_0,2021 > Giá trị ghi sổ VND,2021 > Giá trị hợp lý VND,2021 > Giá trị ghi sổ VND_1,2020 > Giá trị ghi sổ VND,2020 > Giá trị hợp lý VND,2020,numeric__2021 > Giá trị ghi sổ VND,numeric__2021 > Giá trị hợp lý VND,numeric__2021 > Giá trị ghi sổ VND_1,numeric__2020 > Giá trị ghi sổ VND,numeric__2020 > Giá trị hợp lý VND,numeric__2020
Công ty Cổ phần Synnex FPT,Công ty Cổ phần Synnex FPT,Công ty Cổ phần Synnex FPT,1.116.446.918.469,(**),951.343.020.609,(**),,,1116446918469.0,,951343020609.0,,,
Công ty Cổ phần Bán lẻ Kỹ thuật số FPT (*),Công ty Cổ phần Bán lẻ Kỹ thuật số FPT (*),Công ty Cổ phần Bán lẻ Kỹ thuật số FPT (*),773.504.916.829,3.682.750.800.000,565.752.405.732,1.176.128.000.000,,,773504916829.0,3682750800000.0,565752405732.0,1176128000000.0,,
Công ty Cổ phần Chứng khoán FPT (*),Công ty Cổ phần Chứng khoán FPT (*),Công ty Cổ phần Chứng khoán FPT (*),-,-,391.632.881.296,429.898.722.500,,,,,391632881296.0,429898722500.0,,
Khác,Khác,Khác,128.053.604.084,(**),72.088.835.600,(**),,,128053604084.0,,72088835600.0,,,
,,,2.018.005.439.382,,1.980.817.143.237,,,,2018005439382.0,,1980817143237.0,,,
