row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2021 VND,Tại ngày 31 tháng 12 năm > 2020 VND(Phân loại lại – Thuyết minh 37),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2021 VND,numeric__Tại ngày 31 tháng 12 năm > 2020 VND(Phân loại lại – Thuyết minh 37)
100,100,100,TÀI SẢN NGẮN HẠN,,35.118.372.900.846,25.265.933.056.476,,,35118372900846.0,25265933056476.0
110,110,110,Tiền và các khoản tương đương tiền,4,5.417.845.293.242,4.686.191.374.038,,4.0,5417845293242.0,4686191374038.0
111,111,111,Tiền,,3.447.377.491.137,2.216.742.790.757,,,3447377491137.0,2216742790757.0
112,112,112,Các khoản tương đương tiền,,1.970.467.802.105,2.469.448.583.281,,,1970467802105.0,2469448583281.0
120,120,120,Đầu tư tài chính ngắn hạn,,20.730.720.735.456,12.435.918.124.269,,,20730720735456.0,12435918124269.0
123,123,123,Đầu tư nắm giữ đến ngày đáo hạn,5(a),20.730.720.735.456,12.435.918.124.269,,,20730720735456.0,12435918124269.0
130,130,130,Các khoản phải thu ngắn hạn,,6.882.182.894.987,6.265.411.863.371,,,6882182894987.0,6265411863371.0
131,131,131,Phải thu ngắn hạn của khách hàng,6,6.211.956.510.246,5.564.392.191.491,,6.0,6211956510246.0,5564392191491.0
132,132,132,Trả trước cho người bán ngắn hạn,7,400.707.131.836,459.336.196.478,,7.0,400707131836.0,459336196478.0
134,134,134,Phải thu theo tiến độ kế hoạch hợp đồng,8,168.939.964.952,197.972.680.487,,8.0,168939964952.0,197972680487.0
135,135,135,Phải thu về cho vay ngắn hạn,,34.762.220.000,185.532.228.683,,,34762220000.0,185532228683.0
136,136,136,Phải thu ngắn hạn khác,9(a),595.813.030.192,480.833.352.415,,,595813030192.0,480833352415.0
137,137,137,Dự phòng phải thu ngắn hạn khó đòi,10,(529.995.962.239),(622.654.786.183),,10.0,-529995962239.0,-622654786183.0
140,140,140,Hàng tồn kho,11,1.507.342.901.619,1.290.091.524.352,,11.0,1507342901619.0,1290091524352.0
141,141,141,Hàng tồn kho,,1.623.315.328.554,1.405.083.502.315,,,1623315328554.0,1405083502315.0
149,149,149,Dự phòng giảm giá hàng tồn kho,,(115.972.426.935),(114.991.977.963),,,-115972426935.0,-114991977963.0
150,150,150,Tài sản ngắn hạn khác,,580.281.075.542,588.320.170.446,,,580281075542.0,588320170446.0
151,151,151,Chi phí trả trước ngắn hạn,12(a),290.950.472.969,274.481.738.695,,,290950472969.0,274481738695.0
152,152,152,"Thuế Giá trị Gia tăng (""GTGT"") được khấu trừ",,256.817.647.142,268.314.490.280,,,256817647142.0,268314490280.0
153,153,153,Thuế và các khoản khác phải thu Nhà nước,13(a),32.512.955.431,45.523.941.471,,,32512955431.0,45523941471.0
