row_label_raw,row_label_full,col_0,Số liệu báo cáo trước đây,Điều chỉnh,Số liệu trình bày lại,numeric__Số liệu báo cáo trước đây,numeric__Điều chỉnh,numeric__Số liệu trình bày lại
Lợi nhuận thuần phân bổ cho các cổ đông (VND),Lợi nhuận thuần phân bổ cho các cổ đông (VND),Lợi nhuận thuần phân bổ cho các cổ đông (VND),3.538.007.738.822,-,3.538.007.738.822,3538007738822.0,,3538007738822.0
"Trích quỹ khen thưởng, phúc lợi (VND)","Trích quỹ khen thưởng, phúc lợi (VND)","Trích quỹ khen thưởng, phúc lợi (VND)",(311.913.047.596),-,(311.913.047.596),-311913047596.0,,-311913047596.0
,,,3.226.094.691.226,-,3.226.094.691.226,3226094691226.0,,3226094691226.0
Bình quân gia quyền số cổ phiếu phổ thông đang lưu hành (cổ phiếu),Bình quân gia quyền số cổ phiếu phổ thông đang lưu hành (cổ phiếu),Bình quân gia quyền số cổ phiếu phổ thông đang lưu hành (cổ phiếu),783.071.063,118.354.395,901.425.458,783071063.0,118354395.0,901425458.0
Lãi cơ bản trên mỗi cổ phiếu (VND),Lãi cơ bản trên mỗi cổ phiếu (VND),Lãi cơ bản trên mỗi cổ phiếu (VND),4.120,(541),3.579,4120.0,-541.0,3579.0
