row_label_raw,row_label_full,STT,Công ty,Hoạt động chính,"Nơi thành lập, đăng ký hoạt động",Quyền sở hữu,Quyền biểu quyết,numeric__Công ty,numeric__Hoạt động chính,"numeric__Nơi thành lập, đăng ký hoạt động",numeric__Quyền sở hữu,numeric__Quyền biểu quyết
1,1,1,Công ty TNHH FPT Nhật Bản,Sản xuất phần mềm,Nhật Bản,100%,100%,,,,1.0,1.0
2,2,2,Công ty TNHH FPT Okinawa R&D,Sản xuất phần mềm,Nhật Bản,100%,100%,,,,1.0,1.0
3,3,3,Công ty TNHH Phần mềm FPT Thương Hải,Sản xuất phần mềm,Nhật Bản,100%,100%,,,,1.0,1.0
4,4,4,Công ty TNHH FPT Techno Nhật Bản,Sản xuất phần mềm,Nhật Bản,100%,100%,,,,1.0,1.0
5,5,5,Công ty TNHH FPT Indonesia,Sản xuất phần mềm,Nhật Bản,"99,79%","99,79%",,,,0.9979,0.9979
6,6,6,Công ty TNHH Phần mềm FPT Nhật Bản,Sản xuất phần mềm,Nhật Bản,100%,100%,,,,1.0,1.0
7,7,7,Công ty TNHH FPT Taiwan,Sản xuất phần mềm,Đài Loan,100%,100%,,,,1.0,1.0
8,8,8,Công ty TNHH Tư vấn FPT Nhật Bản,Tư vấn công nghệ,Nhật Bản,80%,80%,,,,0.8,0.8
9,9,9,Công ty TNHH FPT Korea 2,Sản xuất phần mềm,Hân Quốc,100%,100%,,,,1.0,1.0
10,10,10,Công ty Cổ phần FPT USA,Sản xuất phần mềm,Hoa Kỳ,100%,100%,,,,1.0,1.0
11,11,11,Công ty TNHH FPT Canada,Sản xuất phần mềm,Canada,100%,100%,,,,1.0,1.0
12,12,12,Công ty TNHH Tư vấn Intellinet,Tư vấn công nghệ,Hoa Kỳ,90%,90%,,,,0.9,0.9
13,13,13,Công ty TNHH FPT India,Sản xuất phần mềm,Ăn Độ,100%,100%,,,,1.0,1.0
14,14,14,Công ty TNHH FPT Đức,Sản xuất phần mềm,Đức,100%,100%,,,,1.0,1.0
15,15,15,Công ty TNHH FPT Anh,Sản xuất phần mềm,Anh,100%,100%,,,,1.0,1.0
16,16,16,Công ty TNHH Phần mềm FPT Malaysia,Sản xuất phần mềm,Malaysia,100%,100%,,,,1.0,1.0
17,17,17,Công ty TNHH Giải pháp Phần mềm FPT Châu Á Thái Bình Dương,Sản xuất phần mềm,Singapore,100%,100%,,,,1.0,1.0
18,18,18,Công ty TNHH Phần mềm FPT Australasia,Sản xuất phần mềm,Australia,100%,100%,,,,1.0,1.0
19,19,19,Công ty TNHH Phần mềm FPT Châu Âu,Sản xuất phần mềm,Pháp,100%,100%,,,,1.0,1.0
20,20,20,Công ty TNHH Phần mềm FPT Philippines,Sản xuất phần mềm,Philippines,100%,100%,,,,1.0,1.0
21,21,21,Công ty TNHH FPT Slovakia,Sản xuất phần mềm,Slovakia,100%,100%,,,,1.0,1.0
22,22,22,Công ty TNHH FPT Cộng hòa Séc,Sản xuất phần mềm,Cộng hòa Séc,100%,100%,,,,1.0,1.0
23,23,23,Công ty TNHH FPT Châu Á Thái Bình Dương,Sản xuất phần mềm,Singapore,100%,100%,,,,1.0,1.0
24,24,24,Công ty TNHH FPT Siam,Sản xuất phần mềm,Thái Lan,"99,97%","99,97%",,,,0.9997,0.9997
25,25,25,Công ty TNHH FPT Dubai,Sản xuất phần mềm,UAE,100%,100%,,,,1.0,1.0
26,26,26,Công ty TNHH FPT HongKong,Sản xuất phần mềm,HongKong,100%,100%,,,,1.0,1.0
27,27,27,Công ty TNHH Hệ thống thông tin Singapore,Sản xuất phần mềm,Singapore,100%,100%,,,,1.0,1.0
28,28,28,Công ty TNHH FPT Myanmar,Sản xuất phần mềm,Myanmar,100%,100%,,,,1.0,1.0
29,29,29,Công ty TNHH Phần mềm FPT Hồ Chí Minh,Sản xuất phần mềm,Việt Nam,100%,100%,,,,1.0,1.0
30,30,30,Công ty TNHH Phần mềm FPT Hà Nội,Sản xuất phần mềm,Việt Nam,100%,100%,,,,1.0,1.0
31,31,31,Công ty TNHH Phần mềm FPT Miền Trung,Sản xuất phần mềm,Việt Nam,100%,100%,,,,1.0,1.0
32,32,32,Công ty TNHH Phần mềm FPT Thăng Long,Sản xuất phần mềm,Việt Nam,100%,100%,,,,1.0,1.0
33,33,33,Công ty TNHH Dịch vụ Xử lý số FPT,Sản xuất phần mềm,Việt Nam,100%,100%,,,,1.0,1.0
34,34,34,Công ty Cổ phần Kỹ thuật Công nghệ TRANDATA,Lập trình máy vi tính,Việt Nam,"77,26%","77,26%",,,,0.7726000000000001,0.7726000000000001
35,35,35,Công ty Cổ phần Công nghệ HOMA,"Sản xuất, sửa chữa linh kiện điện tử, thiết bị truyền thông, thiết bị điện",Việt Nam,75%,75%,,,,0.75,0.75
36,36,36,Công ty TNHH Phần Mềm FPT Quy Nhơn,Sản xuất phần mềm,Việt Nam,100%,100%,,,,1.0,1.0
