row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2021 VND,Tại ngày 31 tháng 12 năm > 2020 VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2021 VND,numeric__Tại ngày 31 tháng 12 năm > 2020 VND
400,400,400,VỐN CHỦ SỞ HỮU,,21.417.985.230.037,18.605.667.400.728,,,21417985230037.0,18605667400728.0
410,410,410,Vốn chủ sở hữu,,21.415.235.230.037,18.602.917.400.728,,,21415235230037.0,18602917400728.0
411,411,411,Vốn góp của chủ sở hữu,"23, 24",9.075.516.490.000,7.839.874.860.000,,,9075516490000.0,7839874860000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,9.075.516.490.000,7.839.874.860.000,,,9075516490000.0,7839874860000.0
412,412,412,Thặng dư vốn cổ phần,24,49.713.213.411,49.713.213.411,,24.0,49713213411.0,49713213411.0
414,414,414,Vốn khác của chủ sở hữu,24,1.178.174.776.366,920.081.410.199,,24.0,1178174776366.0,920081410199.0
415,415,415,Cổ phiếu quỹ,24,(823.760.000),(823.760.000),,24.0,-823760000.0,-823760000.0
417,417,417,Chênh lệch tỷ giá hối đoái,24,(22.561.932.248),13.496.751.277,,24.0,-22561932248.0,13496751277.0
418,418,418,Quỹ đầu tư phát triển,24,570.491.625.643,442.371.579.941,,24.0,570491625643.0,442371579941.0
420,420,420,Quỹ khác thuộc vốn chủ sở hữu,24,87.203.093.024,87.203.093.024,,24.0,87203093024.0,87203093024.0
421,421,421,"Lợi nhuận sau thuế (""LNST"") chưa phân phối",24,7.000.480.585.004,6.390.906.128.452,,24.0,7000480585004.0,6390906128452.0
421a,421a,421a,- LNST chưa phân phối của các năm trước,,3.967.085.558.748,4.049.855.354.550,,,3967085558748.0,4049855354550.0
421b,421b,421b,- LNST chưa phân phối của năm nay,,3.033.395.026.256,2.341.050.773.902,,,3033395026256.0,2341050773902.0
429,429,429,Lợi ích cổ đông không kiểm soát,24,3.477.041.138.837,2.860.094.124.424,,24.0,3477041138837.0,2860094124424.0
430,430,430,Nguồn kinh phí và quỹ khác,,2.750.000.000,2.750.000.000,,,2750000000.0,2750000000.0
431,431,431,Nguồn kinh phí,,2.750.000.000,2.750.000.000,,,2750000000.0,2750000000.0
440,440,440,TỔNG NGUỒN VỐN,,53.697.940.895.875,41.734.323.235.194,,,53697940895875.0,41734323235194.0
