row_label_raw,row_label_full,col_0,col_1,2021VND,2020VND,numeric__col_1,numeric__2021VND,numeric__2020VND
(a),(a),(a),Ngắn hạn,Ngắn hạn,Ngắn hạn,,,
(a),(a) > (a),(a),"Lãi cho vay, lãi tiền gửi",268.747.933.397,203.359.797.247,,268747933397.0,203359797247.0
(a),(a) > (a),(a),Phải thu liên quan tới các hợp đồng dịch vụbảo trì,131.225.408.551,134.891.879.306,,131225408551.0,134891879306.0
(a),(a) > (a),(a),"Ký cược, ký quỹ",69.044.553.739,29.452.090.857,,69044553739.0,29452090857.0
(a),(a) > (a),(a),Khác,126.795.134.505,113.129.585.005,,126795134505.0,113129585005.0
(a),(a) > (a),(a),,595.813.030.192,480.833.352.415,,595813030192.0,480833352415.0
(b),(b),(b),Dài hạn,Dài hạn,Dài hạn,,,
(b),(b) > (b),(b),"Ký cược, ký quỹ",164.662.588.694,148.140.902.681,,164662588694.0,148140902681.0
(b),(b) > (b),(b),Khác,55.041.946.234,55.088.908.889,,55041946234.0,55088908889.0
(b),(b) > (b),(b),,219.704.534.928,203.229.811.570,,219704534928.0,203229811570.0
