row_label_raw,row_label_full,Mã số,col_1,Tại ngày 31 tháng 12 năm 2020 > Đã báo cáo VND,Tại ngày 31 tháng 12 năm 2020 > Phân loại lại (*) VND,Tại ngày 31 tháng 12 năm 2020 > Đã phân loại lại VND,numeric__col_1,numeric__Tại ngày 31 tháng 12 năm 2020 > Đã báo cáo VND,numeric__Tại ngày 31 tháng 12 năm 2020 > Phân loại lại (*) VND,numeric__Tại ngày 31 tháng 12 năm 2020 > Đã phân loại lại VND
100,100,100,TÀI SẢN NGÂN HẠN,25.612.489.544.931,(346.556.488.455),25.265.933.056.476,,25612489544931.0,-346556488455.0,25265933056476.0
151,151,151,Chi phí trả trước ngắn hạn,621.038.227.150,(346.556.488.455),274.481.738.695,,621038227150.0,-346556488455.0,274481738695.0
200,200,200,TÀI SẢN DÀI HẠN,16.121.833.690.263,346.556.488.455,16.468.390.178.718,,16121833690263.0,346556488455.0,16468390178718.0
261,261,261,Chi phí trả trước dài hạn,2.267.066.059.274,346.556.488.455,2.613.622.547.729,,2267066059274.0,346556488455.0,2613622547729.0
