row_label_raw,row_label_full,Mã số,col_1,Năm tài chính kết thúc ngày 31 tháng 12 năm 2020 > Đã báo cáo VND,Năm tài chính kết thúc ngày 31 tháng 12 năm 2020 > Phân loại lại (*) VND,Năm tài chính kết thúc ngày 31 tháng 12 năm 2020 > Đã phân loại lại VND,numeric__col_1,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm 2020 > Đã báo cáo VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm 2020 > Phân loại lại (*) VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm 2020 > Đã phân loại lại VND
01,01,01,Doanh thu bán hàng và cung cấp dịch vụ,29.921.698.144.296,(64.391.698.086),29.857.306.446.210,,29921698144296.0,-64391698086.0,29857306446210.0
02,02,02,Các khoản giảm trừ doanh thu,91.297.617.472,(64.391.698.086),26.905.919.386,,91297617472.0,-64391698086.0,26905919386.0
11,11,11,Giá vốn hàng bán và dịch vụ cung cấp,18.016.743.052.097,196.317.749.104,18.213.060.801.201,,18016743052097.0,196317749104.0,18213060801201.0
20,20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,11.813.657.474.727,(196.317.749.104),11.617.339.725.623,,11813657474727.0,-196317749104.0,11617339725623.0
25,25,25,Chi phí bán hàng,2.713.561.338.553,216.696.914.028,2.930.258.252.581,,2713561338553.0,216696914028.0,2930258252581.0
26,26,26,Chi phí quản lý doanh nghiệp,4.495.366.457.586,(413.014.663.132),4.082.351.794.454,,4495366457586.0,-413014663132.0,4082351794454.0
