row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2021 VND,Tại ngày 31 tháng 12 năm > 2020 VND(Phân loại lại – Thuyết minh 37),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2021 VND,numeric__Tại ngày 31 tháng 12 năm > 2020 VND(Phân loại lại – Thuyết minh 37)
200,200,200,TÀI SẢN DÀI HẠN,,18.579.567.995.029,16.468.390.178.718,,,18579567995029.0,16468390178718.0
210,210,210,Các khoản phải thu dài hạn,,167.244.119.883,242.872.863.326,,,167244119883.0,242872863326.0
212,212,212,Trả trước cho người bán dài hạn,,-,380.000.000,,,,380000000.0
215,215,215,Phải thu về cho vay dài hạn,,2.268.758.773,93.992.225.574,,,2268758773.0,93992225574.0
216,216,216,Phải thu dài hạn khác,9(b),219.704.534.928,203.229.811.570,,,219704534928.0,203229811570.0
219,219,219,Dự phòng phải thu dài hạn khó đòi,10,(54.729.173.818),(54.729.173.818),,10.0,-54729173818.0,-54729173818.0
220,220,220,Tài sản cố định,,10.398.837.546.784,8.317.822.707.614,,,10398837546784.0,8317822707614.0
221,221,221,Tài sản cố định hữu hình,14(a),9.260.934.699.063,7.219.551.625.765,,,9260934699063.0,7219551625765.0
222,222,222,Nguyên giá,,16.080.827.716.168,12.945.570.337.275,,,16080827716168.0,12945570337275.0
223,223,223,Giá trị khấu hao lũy kế,,(6.819.893.017.105),(5.726.018.711.510),,,-6819893017105.0,-5726018711510.0
224,224,224,Tài sản cố định thuê tài chính,,4.842.789.874,2.902.077.617,,,4842789874.0,2902077617.0
225,225,225,Nguyên giá,,8.002.891.607,6.031.445.271,,,8002891607.0,6031445271.0
226,226,226,Giá trị khấu hao lũy kế,,(3.160.101.733),(3.129.367.654),,,-3160101733.0,-3129367654.0
227,227,227,Tài sản cố định vô hình,14(b),1.133.060.057.847,1.095.369.004.232,,,1133060057847.0,1095369004232.0
228,228,228,Nguyên giá,,2.249.106.647.011,2.036.967.631.495,,,2249106647011.0,2036967631495.0
229,229,229,Giá trị khấu hao lũy kế,,(1.116.046.589.164),(941.598.627.263),,,-1116046589164.0,-941598627263.0
240,240,240,Tài sản dở dang dài hạn,,1.290.598.745.684,2.373.393.296.565,,,1290598745684.0,2373393296565.0
242,242,242,Chi phí xây dựng cơ bản dở dang,15,1.290.598.745.684,2.373.393.296.565,,15.0,1290598745684.0,2373393296565.0
250,250,250,Đầu tài tài chính dài hạn,,3.101.993.693.319,2.581.174.954.052,,,3101993693319.0,2581174954052.0
252,252,252,"Đầu tư vào công ty liên doanh, liên kết",5(b),2.018.005.439.382,1.980.817.143.237,,,2018005439382.0,1980817143237.0
253,253,253,Đầu tư góp vốn vào đơn vị khác,5(b),1.931.006.629.408,903.457.236.286,,,1931006629408.0,903457236286.0
254,254,254,Dự phòng đầu tư tài chính dài hạn,5(b),(847.218.375.471),(303.299.425.471),,,-847218375471.0,-303299425471.0
255,255,255,Đầu tư nằm giữ đến ngày đáo hạn,5(a),200.000.000,200.000.000,,,200000000.0,200000000.0
260,260,260,Tài sản dài hạn khác,,3.620.893.889.359,2.953.126.357.161,,,3620893889359.0,2953126357161.0
261,261,261,Chi phí trả trước dài hạn,12(b),2.972.696.947.589,2.613.622.547.729,,,2972696947589.0,2613622547729.0
262,262,262,Tài sản thuế thu nhập hoãn lại,,182.211.531.443,139.469.584.405,,,182211531443.0,139469584405.0
269,269,269,Lợi thế thương mại,16,465.985.410.327,200.034.225.027,,16.0,465985410327.0,200034225027.0
270,270,270,TỔNG TÀI SẢN,,53.697.940.895.875,41.734.323.235.194,,,53697940895875.0,41734323235194.0
