row_label_raw,row_label_full,STT,Công ty,Hoạt động chính,"Nơi thành lập, đăng ký hoạt động",Quyền sở hữu,Quyền biểu quyết,numeric__Công ty,numeric__Hoạt động chính,"numeric__Nơi thành lập, đăng ký hoạt động",numeric__Quyền sở hữu,numeric__Quyền biểu quyết
1,1,1,Công ty TNHH SBI FPT,Sản xuất phần mềm,Việt Nam,30%,30%,,,,0.3,0.3
2,2,2,Công ty TNHH MJS FPT,Sản xuất phần mềm,Việt Nam,50%,50%,,,,0.5,0.5
3,3,3,Công ty TNHH FPT Smart Technologies,Sản xuất phần mềm,Việt Nam,50%,50%,,,,0.5,0.5
4,4,4,Công ty TNHH Trí tuệ nhân tạo Quy Nhơn,Kinh doanh bất động sản,Việt Nam,49%,49%,,,,0.49,0.49
