row_label_raw,row_label_full,col_0,2021VND,2020VND,numeric__2021VND,numeric__2020VND
Doanh thu,Doanh thu,Doanh thu,Doanh thu,Doanh thu,,
Doanh thu bán hàng hóa,Doanh thu > Doanh thu bán hàng hóa,Doanh thu bán hàng hóa,4.331.599.350.448,3.052.175.538.910,4331599350448.0,3052175538910.0
Doanh thu cung cấp dịch vụ,Doanh thu > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,31.339.452.883.162,26.805.130.907.300,31339452883162.0,26805130907300.0
,,,35.671.052.233.610,29.857.306.446.210,35671052233610.0,29857306446210.0
Các khoản giảm trừ,Các khoản giảm trừ,Các khoản giảm trừ,Các khoản giảm trừ,Các khoản giảm trừ,,
Doanh thu bán hàng hóa,Các khoản giảm trừ > Doanh thu bán hàng hóa,Doanh thu bán hàng hóa,(1.658.179.000),(2.607.805.496),-1658179000.0,-2607805496.0
Doanh thu cung cấp dịch vụ,Các khoản giảm trừ > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,(12.131.509.583),(24.298.113.890),-12131509583.0,-24298113890.0
,,,(13.789.688.583),(26.905.919.386),-13789688583.0,-26905919386.0
Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,,
Doanh thu bán hàng hóa,Doanh thu thuần > Doanh thu bán hàng hóa,Doanh thu bán hàng hóa,4.329.941.171.448,3.049.567.733.414,4329941171448.0,3049567733414.0
Doanh thu cung cấp dịch vụ,Doanh thu thuần > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,31.327.321.373.579,26.780.832.793.410,31327321373579.0,26780832793410.0
,,,35.657.262.545.027,29.830.400.526.824,35657262545027.0,29830400526824.0
