row_label_raw,row_label_full,col_0,col_1,2021VND,2020VND,numeric__col_1,numeric__2021VND,numeric__2020VND
(a),(a),(a),Phải thu,Phải thu,Phải thu,,,
(a),(a) > (a),(a),Thuế giá trị gia tăng,5.429.151.094,2.719.554.078,,5429151094.0,2719554078.0
(a),(a) > (a),(a),Thuế TNDN,22.034.484.010,37.690.945.630,,22034484010.0,37690945630.0
(a),(a) > (a),(a),Thuế thu nhập cá nhân,117.040.768,1.355.302.264,,117040768.0,1355302264.0
(a),(a) > (a),(a),Khác,4.932.279.559,3.758.139.499,,4932279559.0,3758139499.0
(a),(a) > (a),(a),,32.512.955.431,45.523.941.471,,32512955431.0,45523941471.0
(b),(b),(b),Phải nộp,Phải nộp,Phải nộp,,,
(b),(b) > (b),(b),Thuế giá trị gia tăng,217.158.272.160,268.126.442.362,,217158272160.0,268126442362.0
(b),(b) > (b),(b),Thuế TNDN,193.264.776.396,299.072.612.311,,193264776396.0,299072612311.0
(b),(b) > (b),(b),Thuế thu nhập cá nhân,95.191.488.869,69.975.457.505,,95191488869.0,69975457505.0
(b),(b) > (b),(b),Khác,12.038.171.384,8.797.697.818,,12038171384.0,8797697818.0
(b),(b) > (b),(b),,517.652.708.809,645.972.209.996,,517652708809.0,645972209996.0
