row_label_raw,row_label_full,col_0,31/12/2025VND,1/1/2025VND,numeric__31/12/2025VND,numeric__1/1/2025VND
Các công ty con,Các công ty con,Các công ty con,Các công ty con,Các công ty con,,
▪ Công ty Cổ phần Thủy hải sản Minh Phú – Hậu Giang,Các công ty con > ▪ Công ty Cổ phần Thủy hải sản Minh Phú – Hậu Giang,▪ Công ty Cổ phần Thủy hải sản Minh Phú – Hậu Giang,723.296.983.510,-,723296983510.0,
▪ Công ty TNHH Chế biến Thủy sản Minh Quí,Các công ty con > ▪ Công ty TNHH Chế biến Thủy sản Minh Quí,▪ Công ty TNHH Chế biến Thủy sản Minh Quí,25.870.000.000,23.240.000.000,25870000000.0,23240000000.0
▪ Công ty TNHH Chế biến Thủy sản Minh Phú Khánh An(trước đây là Công ty TNHH Chế biến Thủy sản MinhPhát),Các công ty con > ▪ Công ty TNHH Chế biến Thủy sản Minh Phú Khánh An(trước đây là Công ty TNHH Chế biến Thủy sản MinhPhát),▪ Công ty TNHH Chế biến Thủy sản Minh Phú Khánh An(trước đây là Công ty TNHH Chế biến Thủy sản MinhPhát),8.045.574.281,-,8045574281.0,
▪ Công ty TNHH Xã hội Chuỗi Tôm rừng Minh Phú,Các công ty con > ▪ Công ty TNHH Xã hội Chuỗi Tôm rừng Minh Phú,▪ Công ty TNHH Xã hội Chuỗi Tôm rừng Minh Phú,5.432.996.398,5.787.027.687,5432996398.0,5787027687.0
▪ Công ty TNHH MTV Chuỗi cung ứng Thủy sảnMinh Phú,Các công ty con > ▪ Công ty TNHH MTV Chuỗi cung ứng Thủy sảnMinh Phú,▪ Công ty TNHH MTV Chuỗi cung ứng Thủy sảnMinh Phú,3.696.420.315,1.307.405.340,3696420315.0,1307405340.0
▪ Công ty TNHH Xuất khẩu Thủy sản Minh Phú,Các công ty con > ▪ Công ty TNHH Xuất khẩu Thủy sản Minh Phú,▪ Công ty TNHH Xuất khẩu Thủy sản Minh Phú,1.512.625.503,1.304.587.754,1512625503.0,1304587754.0
▪ Công ty TNHH Thủy hải sản Minh Phú – Kiên Giang,Các công ty con > ▪ Công ty TNHH Thủy hải sản Minh Phú – Kiên Giang,▪ Công ty TNHH Thủy hải sản Minh Phú – Kiên Giang,1.444.703.400,13.788.904.193,1444703400.0,13788904193.0
▪ Công ty TNHH Sản xuất giống Thủy sản Minh Phú,Các công ty con > ▪ Công ty TNHH Sản xuất giống Thủy sản Minh Phú,▪ Công ty TNHH Sản xuất giống Thủy sản Minh Phú,96.916.613,77.537.477,96916613.0,77537477.0
▪ Công ty TNHH Thực phẩm xanh Minh Phú,Các công ty con > ▪ Công ty TNHH Thực phẩm xanh Minh Phú,▪ Công ty TNHH Thực phẩm xanh Minh Phú,65.394.900,-,65394900.0,
▪ Công ty Cổ phần Công nghệ Otanics,Các công ty con > ▪ Công ty Cổ phần Công nghệ Otanics,▪ Công ty Cổ phần Công nghệ Otanics,29.555.810,-,29555810.0,
