row_label_raw,row_label_full,col_0,1/1/2025VND,Số phát sinhVND,Số đã nộpVND,Số đã cán trừ/Phân loại lạiVND,31/12/2025VND,numeric__1/1/2025VND,numeric__Số phát sinhVND,numeric__Số đã nộpVND,numeric__Số đã cán trừ/Phân loại lạiVND,numeric__31/12/2025VND
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,9.342.099.886,9.371.363.184,(16.007.177.907),-,2.706.285.163,9342099886.0,9371363184.0,-16007177907.0,,2706285163.0
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,-,57.630.357.611,-,(57.630.357.611),-,,57630357611.0,,-57630357611.0,
Thuế nhà thầu nước ngoài,Thuế nhà thầu nước ngoài,Thuế nhà thầu nước ngoài,-,340.717.021,-,(340.717.021),-,,340717021.0,,-340717021.0,
Thuế nhập khẩu,Thuế nhập khẩu,Thuế nhập khẩu,-,-,(87.824.670),87.824.670,-,,,-87824670.0,87824670.0,
,,,9.342.099.886,67.342.437.816,(16.095.002.577),(57.883.249.962),2.706.285.163,9342099886.0,67342437816.0,-16095002577.0,-57883249962.0,2706285163.0
(b) Thuế giá trị gia tăng được khấu trừ,(b) Thuế giá trị gia tăng được khấu trừ,(b) Thuế giá trị gia tăng được khấu trừ,(b) Thuế giá trị gia tăng được khấu trừ,(b) Thuế giá trị gia tăng được khấu trừ,(b) Thuế giá trị gia tăng được khấu trừ,(b) Thuế giá trị gia tăng được khấu trừ,(b) Thuế giá trị gia tăng được khấu trừ,,,,,
,,,1/1/2025VND,Số phát sinhVND,Số được hoàn lạiVND,Số đã cán trừVND,31/12/2025VND,,,,,
Thuế giá trị gia tăng được khấu trừ,(b) Thuế giá trị gia tăng được khấu trừ > Thuế giá trị gia tăng được khấu trừ,Thuế giá trị gia tăng được khấu trừ,74.540.245.805,216.719.493.099,(1.985.353.084),(57.630.357.611),231.644.028.209,74540245805.0,216719493099.0,-1985353084.0,-57630357611.0,231644028209.0
