row_label_raw,row_label_full,col_0,2025VND,2024VND,numeric__2025VND,numeric__2024VND
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,,
Thành phẩm đã bán,Tổng doanh thu > Thành phẩm đã bán,Thành phẩm đã bán,7.591.106.541.215,7.674.771.840.467,7591106541215.0,7674771840467.0
Nguyên vật liệu và hàng hóa đã bán,Tổng doanh thu > Nguyên vật liệu và hàng hóa đã bán,Nguyên vật liệu và hàng hóa đã bán,719.173.452.398,797.915.282.847,719173452398.0,797915282847.0
Phế liệu đã bán,Tổng doanh thu > Phế liệu đã bán,Phế liệu đã bán,13.766.864.475,16.591.235.992,13766864475.0,16591235992.0
,,,8.324.046.858.088,8.489.278.359.306,8324046858088.0,8489278359306.0
Trừ các khoản giảm trừ doanh thu,Trừ các khoản giảm trừ doanh thu,Trừ các khoản giảm trừ doanh thu,Trừ các khoản giảm trừ doanh thu,Trừ các khoản giảm trừ doanh thu,,
Hàng bán bị trả lại,Trừ các khoản giảm trừ doanh thu > Hàng bán bị trả lại,Hàng bán bị trả lại,10.822.182.364,37.082.765.882,10822182364.0,37082765882.0
Chiết khấu thương mại,Trừ các khoản giảm trừ doanh thu > Chiết khấu thương mại,Chiết khấu thương mại,-,546.275.736,,546275736.0
Giảm giá hàng bán,Trừ các khoản giảm trừ doanh thu > Giảm giá hàng bán,Giảm giá hàng bán,-,191.813.451,,191813451.0
,,,10.822.182.364,37.820.855.069,10822182364.0,37820855069.0
Doanh thu thuần,Trừ các khoản giảm trừ doanh thu > Doanh thu thuần,Doanh thu thuần,8.313.224.675.724,8.451.457.504.237,8313224675724.0,8451457504237.0
