row_label_raw,row_label_full,col_0,31/12/2019 > Giá trị ghi số VND,31/12/2019 > Giá trị hợp lý VND,31/12/2019 > Dự phòng giảm giá VND,1/1/2019 > Giá trị ghi số VND,1/1/2019 > Giá trị hợp lý VND,1/1/2019 > Dự phòng giảm giá VND,numeric__31/12/2019 > Giá trị ghi số VND,numeric__31/12/2019 > Giá trị hợp lý VND,numeric__31/12/2019 > Dự phòng giảm giá VND,numeric__1/1/2019 > Giá trị ghi số VND,numeric__1/1/2019 > Giá trị hợp lý VND,numeric__1/1/2019 > Dự phòng giảm giá VND
Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,,,,,,
▪ Miraka Holdings Limited,Đầu tư vào các công ty liên kết > ▪ Miraka Holdings Limited,▪ Miraka Holdings Limited,368.041.190.003,(*),-,383.178.796.529,(*),-,368041190003.0,,,383178796529.0,,
▪ Công ty Cổ phần APIS,Đầu tư vào các công ty liên kết > ▪ Công ty Cổ phần APIS,▪ Công ty Cổ phần APIS,27.129.550.095,(*),-,24.143.852.671,(*),-,27129550095.0,,,24143852671.0,,
▪ Công ty Cổ phần Chế biến Dừa Á Châu,Đầu tư vào các công ty liên kết > ▪ Công ty Cổ phần Chế biến Dừa Á Châu,▪ Công ty Cổ phần Chế biến Dừa Á Châu,83.857.374.574,(*),-,90.176.090.417,(*),-,83857374574.0,,,90176090417.0,,
▪ Các công ty liên kết sở hữu gián tiếp thông qua Công ty Cổ phần GTNFoods,Đầu tư vào các công ty liên kết > ▪ Các công ty liên kết sở hữu gián tiếp thông qua Công ty Cổ phần GTNFoods,▪ Các công ty liên kết sở hữu gián tiếp thông qua Công ty Cổ phần GTNFoods,209.084.472.387,(*),-,,,,209084472387.0,,,,,
,,,688.112.587.059,,-,497.498.739.617,,-,688112587059.0,,,497498739617.0,,
Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,,,,,,
▪ Công ty Cổ phần Nguyên liệu Thực phẩm Á Châu Sài Gòn,Đầu tư góp vốn vào các đơn vị khác > ▪ Công ty Cổ phần Nguyên liệu Thực phẩm Á Châu Sài Gòn,▪ Công ty Cổ phần Nguyên liệu Thực phẩm Á Châu Sài Gòn,69.261.607.154,(*),-,69.261.607.154,(*),-,69261607154.0,,,69261607154.0,,
▪ Nhà thuốc – Phòng khám đa khoa An Khang,Đầu tư góp vốn vào các đơn vị khác > ▪ Nhà thuốc – Phòng khám đa khoa An Khang,▪ Nhà thuốc – Phòng khám đa khoa An Khang,300.000.000,(*),-,300.000.000,(*),-,300000000.0,,,300000000.0,,
▪ Công ty Cổ phần Bò giống Miền Trung,Đầu tư góp vốn vào các đơn vị khác > ▪ Công ty Cổ phần Bò giống Miền Trung,▪ Công ty Cổ phần Bò giống Miền Trung,1.688.700.000,(*),(1.287.878.341),1.688.700.000,(*),(921.571.652),1688700000.0,,-1287878341.0,1688700000.0,,-921571652.0
▪ Các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác > ▪ Các đơn vị khác,▪ Các đơn vị khác,33.286.703.058,(*),(4.685.428.501),833.220.000,(*),-,33286703058.0,,-4685428501.0,833220000.0,,
,,,104.537.010.212,,(5.973.306.842),72.083.527.154,,(921.571.652),104537010212.0,,-5973306842.0,72083527154.0,,-921571652.0
,,,792.649.597.271,,(5.973.306.842),569.582.266.771,,(921.571.652),792649597271.0,,-5973306842.0,569582266771.0,,-921571652.0
