row_label_raw,row_label_full,Thuế giá trị gia tăng,1/1/2019 VND > 72.767.678.106,Phải nộp VND > 2.304.673.106.362,Tăng do hợp nhất kinh doanh VND > 1.933.795.992,Đã nộp VND > (2.236.398.727.547),Chênh lệch quy đổi tiền tệ VND > (2.803.434),31/12/2019 VND > 142.973.049.479,numeric__1/1/2019 VND > 72.767.678.106,numeric__Phải nộp VND > 2.304.673.106.362,numeric__Tăng do hợp nhất kinh doanh VND > 1.933.795.992,numeric__Đã nộp VND > (2.236.398.727.547),numeric__Chênh lệch quy đổi tiền tệ VND > (2.803.434),numeric__31/12/2019 VND > 142.973.049.479
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,240.617.447.257,2.238.365.796.113,2.842.306.937,(2.033.592.165.968),34.561.820,448.267.946.159,240617447257.0,2238365796113.0,2842306937.0,-2033592165968.0,34561820.0,448267946159.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,13.883.959.734,227.371.036.397,735.128.415,(226.890.990.551),(630.169),15.098.503.826,13883959734.0,227371036397.0,735128415.0,-226890990551.0,-630169.0,15098503826.0
Thuế nhập khẩu,Thuế nhập khẩu,Thuế nhập khẩu,12.600.974.855,262.384.739.344,-,(265.971.783.667),(2.932.796),9.010.997.736,12600974855.0,262384739344.0,,-265971783667.0,-2932796.0,9010997736.0
Thuế khác,Thuế khác,Thuế khác,1.798.987.671,78.979.091.954,656.779.000,(77.389.757.521),(1.932.454),4.043.168.650,1798987671.0,78979091954.0,656779000.0,-77389757521.0,-1932454.0,4043168650.0
,,,341.669.047.623,5.111.773.770.170,6.168.010.344,(4.840.243.425.254),26.262.967,619.393.665.850,341669047623.0,5111773770170.0,6168010344.0,-4840243425254.0,26262967.0,619393665850.0
