row_label_raw,row_label_full,col_0,Chi phí đất VND,Công cụ và dụng cụ VND,Chi phí khác VND,Tổng cộng VND,numeric__Chi phí đất VND,numeric__Công cụ và dụng cụ VND,numeric__Chi phí khác VND,numeric__Tổng cộng VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,422.774.698.476,227.889.846.740,99.934.931.088,750.599.476.304,422774698476.0,227889846740.0,99934931088.0,750599476304.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,3.195.576.200,138.188.053.706,56.268.697.705,197.652.327.611,3195576200.0,138188053706.0,56268697705.0,197652327611.0
Tăng do hợp nhất kinh doanh,Tăng do hợp nhất kinh doanh,Tăng do hợp nhất kinh doanh,-,6.823.239.850,2.154.714.773,8.977.954.623,,6823239850.0,2154714773.0,8977954623.0
Chuyển từ xây dựng cơ bản dở dang,Chuyển từ xây dựng cơ bản dở dang,Chuyển từ xây dựng cơ bản dở dang,-,10.771.023.049,19.836.825.612,30.607.848.661,,10771023049.0,19836825612.0,30607848661.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(8.850.176.814),(137.993.212.158),(47.026.454.524),(193.869.843.496),-8850176814.0,-137993212158.0,-47026454524.0,-193869843496.0
Phân loại lại sang tài sản cố định vô hình,Phân loại lại sang tài sản cố định vô hình,Phân loại lại sang tài sản cố định vô hình,(112.198.837.267),-,-,(112.198.837.267),-112198837267.0,,,-112198837267.0
Giảm khác,Giảm khác,Giảm khác,-,(775.555),(3.084.789.494),(3.085.565.049),,-775555.0,-3084789494.0,-3085565049.0
Chênh lệch quy đổi tiền tệ,Chênh lệch quy đổi tiền tệ,Chênh lệch quy đổi tiền tệ,(33.678.033),(18.265.790),(937.695),(52.881.518),-33678033.0,-18265790.0,-937695.0,-52881518.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,304.887.582.562,245.659.909.842,128.082.987.465,678.630.479.869,304887582562.0,245659909842.0,128082987465.0,678630479869.0
