row_label_raw,row_label_full,col_0,Trong nước (Khách hàng tại Việt Nam) > 2019 VND,Trong nước (Khách hàng tại Việt Nam) > 2018 VND,Nước ngoài (Khách hàng ở các nước khác Việt Nam) > 2019 VND,Nước ngoài (Khách hàng ở các nước khác Việt Nam) > 2018 VND,Tổng > 2019 VND,Tổng > 2018 VND,numeric__Trong nước (Khách hàng tại Việt Nam) > 2019 VND,numeric__Trong nước (Khách hàng tại Việt Nam) > 2018 VND,numeric__Nước ngoài (Khách hàng ở các nước khác Việt Nam) > 2019 VND,numeric__Nước ngoài (Khách hàng ở các nước khác Việt Nam) > 2018 VND,numeric__Tổng > 2019 VND,numeric__Tổng > 2018 VND
Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,47.554.538.149.171,44.747.261.858.074,8.763.584.613.573,7.814.688.112.518,56.318.122.762.744,52.561.949.970.592,47554538149171.0,44747261858074.0,8763584613573.0,7814688112518.0,56318122762744.0,52561949970592.0
Giá vốn hàng bán,Giá vốn hàng bán,Giá vốn hàng bán,(25.120.703.133.945),(23.804.252.809.032),(4.625.202.978.172),(4.146.290.692.469),(29.745.906.112.117),(27.950.543.501.501),-25120703133945.0,-23804252809032.0,-4625202978172.0,-4146290692469.0,-29745906112117.0,-27950543501501.0
Lợi nhuận gộp theo bộ phận,Lợi nhuận gộp theo bộ phận,Lợi nhuận gộp theo bộ phận,22.433.835.015.226,20.943.009.049.042,4.138.381.635.401,3.668.397.420.049,26.572.216.650.627,24.611.406.469.091,22433835015226.0,20943009049042.0,4138381635401.0,3668397420049.0,26572216650627.0,24611406469091.0
