row_label_raw,row_label_full,col_0,1/1/2019 VND,Tăng thêm VND,Chi trả VND,Chênh lệch quy đổi tiên tệ VND,31/12/2019 VND,numeric__1/1/2019 VND,numeric__Tăng thêm VND,numeric__Chi trả VND,numeric__Chênh lệch quy đổi tiên tệ VND,numeric__31/12/2019 VND
Vay dài hạn,Vay dài hạn,Vay dài hạn,273.661.419.361,278.136.000.000,(408.027.936.468),31.500.000,143.800.982.893,273661419361.0,278136000000.0,-408027936468.0,31500000.0,143800982893.0
Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,(57.862.500.000),(20.860.200.000),57.945.000.000,(30.300.000),(20.808.000.000),-57862500000.0,-20860200000.0,57945000000.0,-30300000.0,-20808000000.0
,,,215.798.919.361,257.275.800.000,(350.082.936.468),1.200.000,122.992.982.893,215798919361.0,257275800000.0,-350082936468.0,1200000.0,122992982893.0
