row_label_raw,row_label_full,THUYÊT MINH BẢO CẢO TÀI CHÍNH RIÊNG (TIẾP THEO),THUYÊT MINH BẢO CẢO TÀI CHÍNH RIÊNG (TIẾP THEO)_1,THUYÊT MINH BẢO CẢO TÀI CHÍNH RIÊNG (TIẾP THEO)_2,THUYÊT MINH BẢO CẢO TÀI CHÍNH RIÊNG (TIẾP THEO)_3,numeric__THUYÊT MINH BẢO CẢO TÀI CHÍNH RIÊNG (TIẾP THEO)_1,numeric__THUYÊT MINH BẢO CẢO TÀI CHÍNH RIÊNG (TIẾP THEO)_2,numeric__THUYÊT MINH BẢO CẢO TÀI CHÍNH RIÊNG (TIẾP THEO)_3
22.,22.,22.,VAY VÀ PHẢI TRẢ THUÊ TÀI CHÍNH (TIẾP THEO),VAY VÀ PHẢI TRẢ THUÊ TÀI CHÍNH (TIẾP THEO),VAY VÀ PHẢI TRẢ THUÊ TÀI CHÍNH (TIẾP THEO),,,
22.1,22.1,22.1,VAY (TIẾP THEO),VAY (TIẾP THEO),VAY (TIẾP THEO),,,
(a),(a),(a),Ngắn hạn (tiếp theo),Ngắn hạn (tiếp theo),Ngắn hạn (tiếp theo),,,
(*),(*),(*),Vay ngân hàng (tiếp theo),Vay ngân hàng (tiếp theo),Vay ngân hàng (tiếp theo),,,
,,,"(i) Khoản vay này có lãi suất thay đổi theo từng thời điểm nhận nợ của Công ty, được đảm bảo (theo quy định của Luật các tổ chức tín dụng yêu cầu bắt buộc đối với khoản vay của Bên liên quan) bằng nguồn thu và nguồn tiền phát sinh trên tài khoản tại Ngân hàng TMCP Phát triển Thành phố Hồ Chí Minh (HDBank) từ hoạt động bán vé máy bay, vận chuyển hàng hóa (cargo) hiện tại và phát sinh trong tương lai.(ii) Các khoản vay ngắn hạn cho mục đích bổ sung vốn lưu động phục vụ hoạt động kinh doanh vận tải hàng không của Công ty, lãi suất thay đổi theo từng thời kỳ.","(i) Khoản vay này có lãi suất thay đổi theo từng thời điểm nhận nợ của Công ty, được đảm bảo (theo quy định của Luật các tổ chức tín dụng yêu cầu bắt buộc đối với khoản vay của Bên liên quan) bằng nguồn thu và nguồn tiền phát sinh trên tài khoản tại Ngân hàng TMCP Phát triển Thành phố Hồ Chí Minh (HDBank) từ hoạt động bán vé máy bay, vận chuyển hàng hóa (cargo) hiện tại và phát sinh trong tương lai.(ii) Các khoản vay ngắn hạn cho mục đích bổ sung vốn lưu động phục vụ hoạt động kinh doanh vận tải hàng không của Công ty, lãi suất thay đổi theo từng thời kỳ.","(i) Khoản vay này có lãi suất thay đổi theo từng thời điểm nhận nợ của Công ty, được đảm bảo (theo quy định của Luật các tổ chức tín dụng yêu cầu bắt buộc đối với khoản vay của Bên liên quan) bằng nguồn thu và nguồn tiền phát sinh trên tài khoản tại Ngân hàng TMCP Phát triển Thành phố Hồ Chí Minh (HDBank) từ hoạt động bán vé máy bay, vận chuyển hàng hóa (cargo) hiện tại và phát sinh trong tương lai.(ii) Các khoản vay ngắn hạn cho mục đích bổ sung vốn lưu động phục vụ hoạt động kinh doanh vận tải hàng không của Công ty, lãi suất thay đổi theo từng thời kỳ.",,,
(**),(**),(**),Vay bên liên quanChi tiết các khoản vay ngắn hạn với bên liên quan như sau:,Vay bên liên quanChi tiết các khoản vay ngắn hạn với bên liên quan như sau:,Vay bên liên quanChi tiết các khoản vay ngắn hạn với bên liên quan như sau:,,,
,,,Bên cho vay,Loại tiền,31/12/2025 01/01/2025,,,
,,,Khoản vay không có tài sản đảm bảo,Khoản vay không có tài sản đảm bảo,Khoản vay không có tài sản đảm bảo,,,
,,,Công ty Cổ phần Victoria Aviation Academy (i),VND,90.000.000.000 90.000.000.000,,,
,,,Công ty TNHH Capital One Financial Consultant Corp (ii),VND,25.000.000.000 25.000.000.000,,,
,,,,,115.000.000.000 115.000.000.000,,,
