row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2025 VND,01/01/2025 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2025 VND,numeric__01/01/2025 VND
TÀI SẢN NGĂN HẠN,TÀI SẢN NGĂN HẠN,TÀI SẢN NGĂN HẠN,100,,47.631.854.453.567,38.278.883.094.161,100.0,,47631854453567.0,38278883094161.0
Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,110,4,10.885.919.712.258,4.511.916.689.423,110.0,4.0,10885919712258.0,4511916689423.0
Tiền,Tiền,Tiền,111,,10.807.964.054.605,3.981.962.396.509,111.0,,10807964054605.0,3981962396509.0
Các khoản tương đương tiền,Các khoản tương đương tiền,Các khoản tương đương tiền,112,,77.955.657.653,529.954.292.914,112.0,,77955657653.0,529954292914.0
Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,120,5(a),2.691.945.968.573,3.814.104.269.073,120.0,,2691945968573.0,3814104269073.0
Chứng khoán kinh doanh,Chứng khoán kinh doanh,Chứng khoán kinh doanh,121,,990.000.000.000,990.000.000.000,121.0,,990000000000.0,990000000000.0
Dự phòng giảm giá chứng khoán kinh doanh,Dự phòng giảm giá chứng khoán kinh doanh,Dự phòng giảm giá chứng khoán kinh doanh,122,,(450.000.000.000),(386.800.000.000),122.0,,-450000000000.0,-386800000000.0
Đầu tư nắm giữ đến ngày đáo hạn,Đầu tư nắm giữ đến ngày đáo hạn,Đầu tư nắm giữ đến ngày đáo hạn,123,,2.151.945.968.573,3.210.904.269.073,123.0,,2151945968573.0,3210904269073.0
Các khoản phải thu ngắn hạn,Các khoản phải thu ngắn hạn,Các khoản phải thu ngắn hạn,130,,31.575.299.293.150,27.712.755.410.526,130.0,,31575299293150.0,27712755410526.0
Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,131,6,11.429.413.047.512,10.799.422.792.110,131.0,6.0,11429413047512.0,10799422792110.0
Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,132,7,1.873.429.702.929,776.118.910.042,132.0,7.0,1873429702929.0,776118910042.0
Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,135,8,1.654.167.453.293,1.633.712.453.293,135.0,8.0,1654167453293.0,1633712453293.0
Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,136,9,16.618.289.089.416,14.582.279.695.081,136.0,9.0,16618289089416.0,14582279695081.0
Dự phòng các khoản phải thu ngắn hạn khó đòi,Dự phòng các khoản phải thu ngắn hạn khó đòi,Dự phòng các khoản phải thu ngắn hạn khó đòi,137,9,-,(78.778.440.000),137.0,9.0,,-78778440000.0
Hàng tồn kho,Hàng tồn kho,Hàng tồn kho,140,10,2.194.104.588.398,2.005.435.760.243,140.0,10.0,2194104588398.0,2005435760243.0
Hàng tồn kho,Hàng tồn kho,Hàng tồn kho,141,,2.194.104.588.398,2.005.435.760.243,141.0,,2194104588398.0,2005435760243.0
Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,150,,284.584.891.188,234.670.964.896,150.0,,284584891188.0,234670964896.0
Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,151,11,273.354.202.968,199.973.081.166,151.0,11.0,273354202968.0,199973081166.0
Thuế và các khoản khác phải thu Nhà nước,Thuế và các khoản khác phải thu Nhà nước,Thuế và các khoản khác phải thu Nhà nước,153,17(a),11.230.688.220,34.697.883.730,153.0,,11230688220.0,34697883730.0
