row_label_raw,row_label_full,col_0,Nhà xưởngvà vật kiến trúc,Máy mócvà thiết bị,Thiết bịvăn phòng,Phương tiệnvận tải và thiếtbj truyền dẫn,Tài sản cố địnhhửu hình khác,Tổng,numeric__Nhà xưởngvà vật kiến trúc,numeric__Máy mócvà thiết bị,numeric__Thiết bịvăn phòng,numeric__Phương tiệnvận tải và thiếtbj truyền dẫn,numeric__Tài sản cố địnhhửu hình khác,numeric__Tổng
,,,VND,VND,VND,VND,VND,VND,,,,,,
NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,,,,,,
Số dư đầu kỳ,NGUYÊN GIÁ > Số dư đầu kỳ,Số dư đầu kỳ,3.462.742.006.171,10.425.926.612.446,74.985.444.354,60.359.236.722,59.369.973.815,14.083.383.273.508,3462742006171.0,10425926612446.0,74985444354.0,60359236722.0,59369973815.0,14083383273508.0
Mua sắm mới trong năm,NGUYÊN GIÁ > Mua sắm mới trong năm,Mua sắm mới trong năm,35.049.525.197,294.655.914,9.242.947.497,5.740.335.750,-,50.327.464.358,35049525197.0,294655914.0,9242947497.0,5740335750.0,,50327464358.0
Đầu tư xây dựng cơ bản hoànthành,NGUYÊN GIÁ > Đầu tư xây dựng cơ bản hoànthành,Đầu tư xây dựng cơ bản hoànthành,2.729.674.678,15.805.904.083,473.000.000,-,-,19.008.578.761,2729674678.0,15805904083.0,473000000.0,,,19008578761.0
Số dư cuối kỳ,NGUYÊN GIÁ > Số dư cuối kỳ,Số dư cuối kỳ,3.500.521.206.046,10.442.027.172.443,84.701.391.851,66.099.572.472,59.369.973.815,14.152.719.316.627,3500521206046.0,10442027172443.0,84701391851.0,66099572472.0,59369973815.0,14152719316627.0
GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,,,,,,
Số dư đầu kỳ,GIÁ TRỊ HAO MÒN LỦY KẾ > Số dư đầu kỳ,Số dư đầu kỳ,2.235.426.000.411,6.651.536.991.533,52.448.193.255,50.040.806.813,18.270.468.129,9.007.722.460.141,2235426000411.0,6651536991533.0,52448193255.0,50040806813.0,18270468129.0,9007722460141.0
Khấu hao trong năm,GIÁ TRỊ HAO MÒN LỦY KẾ > Khấu hao trong năm,Khấu hao trong năm,301.420.859.807,982.647.287.021,6.188.733.576,3.742.666.167,231.970.898,1.294.231.517.469,301420859807.0,982647287021.0,6188733576.0,3742666167.0,231970898.0,1294231517469.0
Số dư cuối kỳ,GIÁ TRỊ HAO MÒN LỦY KẾ > Số dư cuối kỳ,Số dư cuối kỳ,2.536.846.860.218,7.634.184.278.554,58.636.926.831,53.783.472.980,18.502.439.027,10.301.953.977.610,2536846860218.0,7634184278554.0,58636926831.0,53783472980.0,18502439027.0,10301953977610.0
