row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A.,A.,A.,TÀI SẢN NGĂN HẠN,100,,3.941.917.255.576,4.196.716.702.031,,100.0,,3941917255576.0,4196716702031.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,4,507.850.887.756,464.482.357.354,,110.0,4.0,507850887756.0,464482357354.0
1.,1.,1.,Tiền,111,,287.850.887.756,364.482.357.354,,111.0,,287850887756.0,364482357354.0
2.,2.,2.,Các khoản tương đương tiền,112,,220.000.000.000,100.000.000.000,,112.0,,220000000000.0,100000000000.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,5,2.302.000.000.000,2.002.000.000.000,,120.0,5.0,2302000000000.0,2002000000000.0
1.,1.,1.,Đầu tư nằm giữ đến ngày đáo hạn,123,,2.302.000.000.000,2.002.000.000.000,,123.0,,2302000000000.0,2002000000000.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,217.107.169.494,402.606.894.510,,130.0,,217107169494.0,402606894510.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,6,43.110.222.120,2.168.871.000,,131.0,6.0,43110222120.0,2168871000.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,7,15.210.624.232,55.224.799.967,,132.0,7.0,15210624232.0,55224799967.0
3.,3.,3.,Phải thu ngắn hạn khác,136,8,158.786.323.142,345.213.223.543,,136.0,8.0,158786323142.0,345213223543.0
IV.,IV.,IV.,Hàng tồn kho,140,9,800.792.297.745,1.254.522.737.374,,140.0,9.0,800792297745.0,1254522737374.0
1.,1.,1.,Hàng tồn kho,141,,800.792.297.745,1.263.237.002.374,,141.0,,800792297745.0,1263237002374.0
2.,2.,2.,Dự phòng giảm giá hàng tồn kho,149,,-,(8.714.265.000),,149.0,,,-8714265000.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,114.166.900.581,73.104.712.793,,150.0,,114166900581.0,73104712793.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,10,39.204.171.453,47.806.946.873,,151.0,10.0,39204171453.0,47806946873.0
2.,2.,2.,Thuế giá trị gia tăng được khấu trừ,152,,74.460.526.799,24.728.755.816,,152.0,,74460526799.0,24728755816.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,16,502.202.329,569.010.104,,153.0,16.0,502202329.0,569010104.0
B.,B.,B.,TÀI SẢN DÀI HẠN,200,,4.707.059.455.901,5.881.333.459.145,,200.0,,4707059455901.0,5881333459145.0
I.,I.,I.,Tài sản cố định,220,,3.906.562.911.213,5.128.788.379.617,,220.0,,3906562911213.0,5128788379617.0
1.,1.,1.,Tài sản cố định hữu hình,221,11,3.850.765.339.017,5.075.660.813.367,,221.0,11.0,3850765339017.0,5075660813367.0
,,,- Nguyên gió,222,,14.152.719.316.627,14.083.383.273.508,,222.0,,14152719316627.0,14083383273508.0
,,,- Giá trị hao mòn lũy kế,223,,(10.301.953.977.610),(9.007.722.460.141),,223.0,,-10301953977610.0,-9007722460141.0
2.,2.,2.,Tài sản cố định vô hình,227,12,55.797.572.196,53.127.566.250,,227.0,12.0,55797572196.0,53127566250.0
,,,- Nguyên gió,228,,146.331.262.372,129.075.664.501,,228.0,,146331262372.0,129075664501.0
,,,- Giá trị hao mòn lũy kế,229,,(90.533.690.176),(75.948.098.251),,229.0,,-90533690176.0,-75948098251.0
II.,II.,II.,Tài sản dở dang dài hạn,240,,760.881.751.818,698.506.086.885,,240.0,,760881751818.0,698506086885.0
1.,1.,1.,Chỉ phí xây dựng cơ bản dở dang,242,13,760.881.751.818,698.506.086.885,,242.0,13.0,760881751818.0,698506086885.0
III.,III.,III.,Đầu tư tài chính dài hạn,250,5,20.826.250.000,20.826.250.000,,250.0,5.0,20826250000.0,20826250000.0
1.,1.,1.,Đầu tư vào công ty con,251,,20.826.250.000,20.826.250.000,,251.0,,20826250000.0,20826250000.0
IV.,IV.,IV.,Tài sản dài hạn khác,260,,18.788.542.870,33.212.742.643,,260.0,,18788542870.0,33212742643.0
1.,1.,1.,Chỉ phí trả trước dài hạn,261,10,14.631.921.990,27.044.566.792,,261.0,10.0,14631921990.0,27044566792.0
2.,2.,2.,Tài sản thuế thu nhập hoãn lại,262,,4.156.620.880,6.168.175.851,,262.0,,4156620880.0,6168175851.0
,,,TỔNG CỘNG TÀI SẢN (270=100+200),270,,8.648.976.711.477,10.078.050.161.176,,270.0,,8648976711477.0,10078050161176.0
