row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,25,7.677.199.326.221,7.165.661.067.209,,1.0,25.0,7677199326221.0,7165661067209.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,25,154.314.891.063,133.608.551.433,,2.0,25.0,154314891063.0,133608551433.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),10,,7.522.884.435.158,7.032.052.515.776,,10.0,,7522884435158.0,7032052515776.0
4.,4.,4.,Giá vốn hàng bán,11,26,6.233.089.177.076,6.097.549.387.736,,11.0,26.0,6233089177076.0,6097549387736.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,1.289.795.258.082,934.503.128.040,,20.0,,1289795258082.0,934503128040.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,28,130.240.695.027,128.629.786.142,,21.0,28.0,130240695027.0,128629786142.0
7.,7.,7.,Chi phí tài chính,22,29,61.660.315.782,100.731.194.779,,22.0,29.0,61660315782.0,100731194779.0
,,,- Trong đó: Chi phí lãi vay,23,,41.810.133.108,85.200.329.905,,23.0,,41810133108.0,85200329905.0
8.,8.,8.,Chi phí bán hàng,25,30,359.624.875.890,356.304.701.722,,25.0,30.0,359624875890.0,356304701722.0
9.,9.,9.,Chi phí quản lý doanh nghiệp,26,30,292.324.343.524,190.734.254.581,,26.0,30.0,292324343524.0,190734254581.0
10.,10.,10.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),30,,706.426.417.913,415.362.763.100,,30.0,,706426417913.0,415362763100.0
11.,11.,11.,Thu nhập khác,31,31,10.735.344.253,48.480.136.648,,31.0,31.0,10735344253.0,48480136648.0
12.,12.,12.,Chi phí khác,32,31,2.333.025.958,3.472.166.901,,32.0,31.0,2333025958.0,3472166901.0
13.,13.,13.,Lợi nhuận khác (40=31-32),40,31,8.402.318.295,45.007.969.747,,40.0,31.0,8402318295.0,45007969747.0
14.,14.,14.,Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,714.828.736.208,460.370.732.847,,50.0,,714828736208.0,460370732847.0
15.,15.,15.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,32,51.252.737.929,39.829.588.814,,51.0,32.0,51252737929.0,39829588814.0
16.,16.,16.,Chi phí/(thu nhập) thuế thu nhập doanh nghiệp hoãn lại,52,,2.011.554.971,(5.282.435.028),,52.0,,2011554971.0,-5282435028.0
17.,17.,17.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),60,,661.564.443.308,425.823.579.061,,60.0,,661564443308.0,425823579061.0
