row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,VND,VND,VND,VND,,,,
Giá trị,Giá trị,Giá trị,Số có khả năng trả nợ,Giá trị,Số có khả năng trả nợ,,,,,
378.769.809.435,Giá trị > 378.769.809.435,378.769.809.435,378.769.809.435,459.336.702.198,459.336.702.198,,378769809435.0,459336702198.0,459336702198.0,
60.286.586.665,Giá trị > 60.286.586.665,60.286.586.665,60.286.586.665,80.176.252.657,80.176.252.657,,60286586665.0,80176252657.0,80176252657.0,
40.000.000.000,Giá trị > 40.000.000.000,40.000.000.000,40.000.000.000,-,-,,40000000000.0,,,
4.979.921.471,Giá trị > 4.979.921.471,4.979.921.471,4.979.921.471,14.937.099.919,14.937.099.919,,4979921471.0,14937099919.0,14937099919.0,
22.613.229.726,Giá trị > 22.613.229.726,22.613.229.726,22.613.229.726,21.579.663.510,21.579.663.510,,22613229726.0,21579663510.0,21579663510.0,
188.284.930.070,Giá trị > 188.284.930.070,188.284.930.070,188.284.930.070,282.989.015.448,282.989.015.448,,188284930070.0,282989015448.0,282989015448.0,
694.934.477.367,Giá trị > 694.934.477.367,694.934.477.367,694.934.477.367,859.018.733.732,859.018.733.732,,694934477367.0,859018733732.0,859018733732.0,
476.256.733.178,Giá trị > 476.256.733.178,476.256.733.178,476.256.733.178,589.251.308.757,589.251.308.757,,476256733178.0,589251308757.0,589251308757.0,
