row_label_raw,row_label_full,Ông Trần Ngọc Nguyên,Chủ tịch,numeric__Chủ tịch
Ông Nguyễn Đức Hạnh,Ông Nguyễn Đức Hạnh,Ông Nguyễn Đức Hạnh,Ủy viên (bố nhiệm ngày 25 tháng 6 năm 2020),
Ông Văn Tiến Thanh,Ông Văn Tiến Thanh,Ông Văn Tiến Thanh,Ủy viên,
Ông Trần Mỹ,Ông Trần Mỹ,Ông Trần Mỹ,Ủy viên,
Bà Nguyễn Minh Phượng,Bà Nguyễn Minh Phượng,Bà Nguyễn Minh Phượng,Ủy viên,
Ông Lê Đức Quang,Ông Lê Đức Quang,Ông Lê Đức Quang,Ủy viên (bố nhiệm ngày 25 tháng 6 năm 2020),
Ông Trần Chí Nguyên,Ông Trần Chí Nguyên,Ông Trần Chí Nguyên,Ủy viên (miễn nhiệm ngày 25 tháng 6 năm 2020),
