row_label_raw,row_label_full,col_0,Số đầu năm,Số phải nộp trong năm,Số đã thực nộp trong năm,Số cuối năm,numeric__Số đầu năm,numeric__Số phải nộp trong năm,numeric__Số đã thực nộp trong năm,numeric__Số cuối năm
,,,VND,VND,VND,VND,,,,
a. Các khoản phải thu,a. Các khoản phải thu,a. Các khoản phải thu,a. Các khoản phải thu,a. Các khoản phải thu,a. Các khoản phải thu,a. Các khoản phải thu,,,,
Thuế giá trị gia tăng,a. Các khoản phải thu > Thuế giá trị gia tăng,Thuế giá trị gia tăng,104.855.724,-,-,104.855.724,104855724.0,,,104855724.0
Tiền thuê đất,a. Các khoản phải thu > Tiền thuê đất,Tiền thuê đất,397.346.605,80.190.633,80.190.633,397.346.605,397346605.0,80190633.0,80190633.0,397346605.0
Thuế nhập khẩu,a. Các khoản phải thu > Thuế nhập khẩu,Thuế nhập khẩu,66.807.775,3.417.368.182,3.484.175.957,-,66807775.0,3417368182.0,3484175957.0,
,,,569.010.104,3.497.558.815,3.564.366.590,502.202.329,569010104.0,3497558815.0,3564366590.0,502202329.0
b. Các khoản phải nộp,b. Các khoản phải nộp,b. Các khoản phải nộp,b. Các khoản phải nộp,b. Các khoản phải nộp,b. Các khoản phải nộp,b. Các khoản phải nộp,,,,
Thuế giá trị gia tăng hàng nhập khẩu,b. Các khoản phải nộp > Thuế giá trị gia tăng hàng nhập khẩu,Thuế giá trị gia tăng hàng nhập khẩu,-,3.460.988.340,3.460.988.340,-,,3460988340.0,3460988340.0,
Thuế thu nhập doanh nghiệp,b. Các khoản phải nộp > Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,16.000.332.385,51.252.737.929,41.351.500.466,25.901.569.848,16000332385.0,51252737929.0,41351500466.0,25901569848.0
Thuế tài nguyên,b. Các khoản phải nộp > Thuế tài nguyên,Thuế tài nguyên,229.003.200,2.632.834.950,2.632.834.950,229.003.200,229003200.0,2632834950.0,2632834950.0,229003200.0
Thuế thu nhập cá nhân,b. Các khoản phải nộp > Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,4.306.680.934,18.054.483.148,20.309.199.548,2.051.964.534,4306680934.0,18054483148.0,20309199548.0,2051964534.0
Thuế khác,b. Các khoản phải nộp > Thuế khác,Thuế khác,160.708.759,1.345.042.980,1.489.077.739,16.674.000,160708759.0,1345042980.0,1489077739.0,16674000.0
,,,20.696.725.278,76.746.087.347,69.243.601.043,28.199.211.582,20696725278.0,76746087347.0,69243601043.0,28199211582.0
