row_label_raw,row_label_full,Tên công ty con,Trụ sở,Tình trạng hoạt động,Tỷ lệ sở hữu (%),numeric__Trụ sở,numeric__Tình trạng hoạt động,numeric__Tỷ lệ sở hữu (%)
(1) Công ty TNHH Công nghiệp và Nông nghiệp Cao su Hoàng Anh - Quang Minh,(1) Công ty TNHH Công nghiệp và Nông nghiệp Cao su Hoàng Anh - Quang Minh,(1) Công ty TNHH Công nghiệp và Nông nghiệp Cao su Hoàng Anh - Quang Minh,"Sekong, Lào",Đang hoạt động,"97,77",,,97.77
(2) Công ty Cổ phần Cao su Hoàng Anh - Quang Minh,(2) Công ty Cổ phần Cao su Hoàng Anh - Quang Minh,(2) Công ty Cổ phần Cao su Hoàng Anh - Quang Minh,"Gia Lai, Việt Nam",Đang hoạt động,"97,77",,,97.77
(3) Công ty Cổ phần Hoàng Anh Đắk Lắk,(3) Công ty Cổ phần Hoàng Anh Đắk Lắk,(3) Công ty Cổ phần Hoàng Anh Đắk Lắk,"Đắk Lắk, Việt Nam",Đang hoạt động,"99,53",,,99.53
(4) Công ty TNHH Phát triển Nông nghiệp Hoàng Anh Attapeu,(4) Công ty TNHH Phát triển Nông nghiệp Hoàng Anh Attapeu,(4) Công ty TNHH Phát triển Nông nghiệp Hoàng Anh Attapeu,"Attapeu, Lào",Đang hoạt động,"100,00",,,100.0
(5) Công ty TNHH Hoàng Anh Rattanakiri,(5) Công ty TNHH Hoàng Anh Rattanakiri,(5) Công ty TNHH Hoàng Anh Rattanakiri,"Rattanakiri, Campuchia",Trước hoạt động,"100,00",,,100.0
(6) Công ty Cổ phần Cao su Ban Mè,(6) Công ty Cổ phần Cao su Ban Mè,(6) Công ty Cổ phần Cao su Ban Mè,"Đắk Lắk, Việt Nam",Trước hoạt động,"99,45",,,99.45
(7) Công ty TNHH Heng Brothers,(7) Công ty TNHH Heng Brothers,(7) Công ty TNHH Heng Brothers,"Rattanakiri, Campuchia",Trước hoạt động,"100,00",,,100.0
(8) Công ty TNHH Hoàng Anh Oyadav,(8) Công ty TNHH Hoàng Anh Oyadav,(8) Công ty TNHH Hoàng Anh Oyadav,"Rattanakiri, Campuchia",Trước hoạt động,"100,00",,,100.0
(9) Công ty TNHH CRD,(9) Công ty TNHH CRD,(9) Công ty TNHH CRD,"Rattanakiri, Campuchia",Trước hoạt động,"100,00",,,100.0
(10) Công ty Cổ phần Mía đường Hoàng Anh Gia Lai,(10) Công ty Cổ phần Mía đường Hoàng Anh Gia Lai,(10) Công ty Cổ phần Mía đường Hoàng Anh Gia Lai,"Gia Lai, Việt Nam",Chờ thanh lý,"99,99",,,99.99
(11) Công ty TNHH Mía đường Hoàng Anh Attapeu,(11) Công ty TNHH Mía đường Hoàng Anh Attapeu,(11) Công ty TNHH Mía đường Hoàng Anh Attapeu,"Attapeu, Lào",Chờ thanh lý,"99,99",,,99.99
(12) Công ty TNHH MTV Hoàng Anh Andong Meas,(12) Công ty TNHH MTV Hoàng Anh Andong Meas,(12) Công ty TNHH MTV Hoàng Anh Andong Meas,"Rattanakiri, Campuchia",Đang hoạt động,"97,77",,,97.77
(13) Công ty TNHH MTV Kinh doanh Xuất Nhập khẩu Hoàng Anh Gia Lai,(13) Công ty TNHH MTV Kinh doanh Xuất Nhập khẩu Hoàng Anh Gia Lai,(13) Công ty TNHH MTV Kinh doanh Xuất Nhập khẩu Hoàng Anh Gia Lai,"Gia Lai, Việt Nam",Đang hoạt động,"100,00",,,100.0
(14) Công ty Cổ phần Bò sửa Tây Nguyên,(14) Công ty Cổ phần Bò sửa Tây Nguyên,(14) Công ty Cổ phần Bò sửa Tây Nguyên,"Gia Lai, Việt Nam",Đang hoạt động,"99,00",,,99.0
(15) Công ty Cổ phần Đông Pênh,(15) Công ty Cổ phần Đông Pênh,(15) Công ty Cổ phần Đông Pênh,"Gia Lai, Việt Nam",Đang hoạt động,"99,70",,,99.7
(16) Công ty TNHH Một Thành viên Nông nghiệp Daun Penh,(16) Công ty TNHH Một Thành viên Nông nghiệp Daun Penh,(16) Công ty TNHH Một Thành viên Nông nghiệp Daun Penh,"Rattanakiri, Campuchia",Trước hoạt động,"99,70",,,99.7
