row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Số cuối năm,Ngàn VND > Số đầu năm,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Số cuối năm,numeric__Ngàn VND > Số đầu năm
Phải thu về cho vay dài hạn (tiếp theo) (*),Phải thu về cho vay dài hạn (tiếp theo) (*),Phải thu về cho vay dài hạn (tiếp theo) (*),Phải thu về cho vay dài hạn (tiếp theo) (*),Phải thu về cho vay dài hạn (tiếp theo) (*),Phải thu về cho vay dài hạn (tiếp theo) (*),Phải thu về cho vay dài hạn (tiếp theo) (*),,,,
Công ty Cổ phần Cao su Hoàng Anh – Quang Minh,Phải thu về cho vay dài hạn (tiếp theo) (*) > Công ty Cổ phần Cao su Hoàng Anh – Quang Minh,Công ty Cổ phần Cao su Hoàng Anh – Quang Minh,Công ty con,Cho vay,451.064.043,385.280.762,,,451064043.0,385280762.0
Công ty Cổ phần Đầu tư Bất động sản An Phú,Phải thu về cho vay dài hạn (tiếp theo) (*) > Công ty Cổ phần Đầu tư Bất động sản An Phú,Công ty Cổ phần Đầu tư Bất động sản An Phú,Bên liên quan,Cho vay,300.000.000,-,,,300000000.0,
Công ty Cổ phần Hoàng Anh Đắk Lắk,Phải thu về cho vay dài hạn (tiếp theo) (*) > Công ty Cổ phần Hoàng Anh Đắk Lắk,Công ty Cổ phần Hoàng Anh Đắk Lắk,Công ty con,Cho vay,95.221.602,-,,,95221602.0,
Công ty TNHH Đầu tư và Phát triển Cao su Đông Dương,Phải thu về cho vay dài hạn (tiếp theo) (*) > Công ty TNHH Đầu tư và Phát triển Cao su Đông Dương,Công ty TNHH Đầu tư và Phát triển Cao su Đông Dương,Công ty con,Cho vay,4.466.000,-,,,4466000.0,
Công ty TNHH Mía đường Hoàng Anh Attapeu,Phải thu về cho vay dài hạn (tiếp theo) (*) > Công ty TNHH Mía đường Hoàng Anh Attapeu,Công ty TNHH Mía đường Hoàng Anh Attapeu,Công ty con gián tiếp,Cho vay,-,233.000.000,,,,233000000.0
,,,,,3.853.343.420,2.703.320.877,,,3853343420.0,2703320877.0
Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,,,,
Công ty Cổ phần Đầu tư Bất động sản An Phú,Phải thu dài hạn khác > Công ty Cổ phần Đầu tư Bất động sản An Phú,Công ty Cổ phần Đầu tư Bất động sản An Phú,Bên liên quan,Lãi cho vay,20.987.500,-,,,20987500.0,
Công ty TNHH Đầu tư và Phát triển Cao su Đông Dương,Phải thu dài hạn khác > Công ty TNHH Đầu tư và Phát triển Cao su Đông Dương,Công ty TNHH Đầu tư và Phát triển Cao su Đông Dương,Công ty con,Lãi cho vay,136.957,-,,,136957.0,
,,,,,21.124.457,-,,,21124457.0,
Phải trả người bán ngắn hạn (Thuyết minh số 11),Phải trả người bán ngắn hạn (Thuyết minh số 11),Phải trả người bán ngắn hạn (Thuyết minh số 11),Phải trả người bán ngắn hạn (Thuyết minh số 11),Phải trả người bán ngắn hạn (Thuyết minh số 11),Phải trả người bán ngắn hạn (Thuyết minh số 11),Phải trả người bán ngắn hạn (Thuyết minh số 11),,,,
Công ty Cổ phần Cao su Trung Nguyên,Phải trả người bán ngắn hạn (Thuyết minh số 11) > Công ty Cổ phần Cao su Trung Nguyên,Công ty Cổ phần Cao su Trung Nguyên,Công ty con,Mua vật tư,(25.674.802),-,,,-25674802.0,
Công ty Cổ phần Hoàng Anh Gia Lai,Phải trả người bán ngắn hạn (Thuyết minh số 11) > Công ty Cổ phần Hoàng Anh Gia Lai,Công ty Cổ phần Hoàng Anh Gia Lai,Công ty mẹ,Mua khoản đầu tư,(12.828.645),-,,,-12828645.0,
Công ty Cổ phần Hoàng Anh Gia Lai,Phải trả người bán ngắn hạn (Thuyết minh số 11) > Công ty Cổ phần Hoàng Anh Gia Lai,Công ty Cổ phần Hoàng Anh Gia Lai,Công ty mẹ,Mua vật tư,(6.605.559),(27.335),,,-6605559.0,-27335.0
Công ty Cổ phần Chăn nuôi Gia Lai,Phải trả người bán ngắn hạn (Thuyết minh số 11) > Công ty Cổ phần Chăn nuôi Gia Lai,Công ty Cổ phần Chăn nuôi Gia Lai,Bên liên quan,Mua vật tư,(5.367.889),-,,,-5367889.0,
Công ty TNHH MTV Phát triển Nông Nghiệp Đại Thắng,Phải trả người bán ngắn hạn (Thuyết minh số 11) > Công ty TNHH MTV Phát triển Nông Nghiệp Đại Thắng,Công ty TNHH MTV Phát triển Nông Nghiệp Đại Thắng,Bên liên quan,Mua vật tư,(3.195.942),-,,,-3195942.0,
Công ty TNHH MTV Kinh doanh Xuất Nhập khẩu Hoàng Anh Gia Lai,Phải trả người bán ngắn hạn (Thuyết minh số 11) > Công ty TNHH MTV Kinh doanh Xuất Nhập khẩu Hoàng Anh Gia Lai,Công ty TNHH MTV Kinh doanh Xuất Nhập khẩu Hoàng Anh Gia Lai,Công ty con,Mua vật tư,(2.674.574),(23.424),,,-2674574.0,-23424.0
Công ty Cổ phần Thể thao Hoàng Anh Gia Lai,Phải trả người bán ngắn hạn (Thuyết minh số 11) > Công ty Cổ phần Thể thao Hoàng Anh Gia Lai,Công ty Cổ phần Thể thao Hoàng Anh Gia Lai,Bên liên quan,Mua vật tư,(3.124),(4.323),,,-3124.0,-4323.0
,,,,,(56.350.535),(55.082),,,-56350535.0,-55082.0
