row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,366.505.359,677.680.829,366505359.0,677680829.0
Lãi vay,Lãi vay,Lãi vay,360.636.540,54.759.771,360636540.0,54759771.0
Cổ tức phải trả,Cổ tức phải trả,Cổ tức phải trả,4.506.440,4.506.440,4506440.0,4506440.0
Mượn tiền,Mượn tiền,Mượn tiền,-,616.639.049,,616639049.0
Phải trả khác,Phải trả khác,Phải trả khác,1.362.379,1.775.569,1362379.0,1775569.0
Dài hạn,Dài hạn,Dài hạn,90.503.476,-,90503476.0,
Lãi vay,Lãi vay,Lãi vay,90.503.476,-,90503476.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,457.008.835,677.680.829,457008835.0,677680829.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải trả ngắn hạn bên liên quan (Thuyết minh số 21),Trong đó: > Phải trả ngắn hạn bên liên quan (Thuyết minh số 21),Phải trả ngắn hạn bên liên quan (Thuyết minh số 21),169.092.163,672.939.276,169092163.0,672939276.0
Phải trả dài hạn bên liên quan (Thuyết minh số 21),Trong đó: > Phải trả dài hạn bên liên quan (Thuyết minh số 21),Phải trả dài hạn bên liên quan (Thuyết minh số 21),83.336.578,-,83336578.0,
Phải trả bên khác,Trong đó: > Phải trả bên khác,Phải trả bên khác,204.580.094,4.741.553,204580094.0,4741553.0
