row_label_raw,row_label_full,Phải thu từ bên liên quan (Thuyết minh số 21),Số cuối năm > 45.077.426,Ngền VND Số đầu năm > 19.285.351,numeric__Số cuối năm > 45.077.426,numeric__Ngền VND Số đầu năm > 19.285.351
Phải thu từ khách hàng khác,Phải thu từ khách hàng khác,Phải thu từ khách hàng khác,30.858.935,3.385.413,30858935.0,3385413.0
- Ông Nguyễn Hùng,- Ông Nguyễn Hùng,- Ông Nguyễn Hùng,12.464.980,-,12464980.0,
- Công ty TNHH MTV Thương mại Thành An,- Công ty TNHH MTV Thương mại Thành An,- Công ty TNHH MTV Thương mại Thành An,8.512.668,-,8512668.0,
- Ông Phạm Đình Phúc,- Ông Phạm Đình Phúc,- Ông Phạm Đình Phúc,7.169.062,-,7169062.0,
- Công ty TNHH MTV Thiên Quan,- Công ty TNHH MTV Thiên Quan,- Công ty TNHH MTV Thiên Quan,-,3.385.413,,3385413.0
- Khách hàng khác,- Khách hàng khác,- Khách hàng khác,2.712.225,-,2712225.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,75.936.361,22.670.764,75936361.0,22670764.0
Dự phòng phải thu ngắn hạn khó đòi,Dự phòng phải thu ngắn hạn khó đòi,Dự phòng phải thu ngắn hạn khó đòi,-,(2.369.789),,-2369789.0
GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,75.936.361,20.300.975,75936361.0,20300975.0
