row_label_raw,row_label_full,col_0,Ngàn VNDChương trìnhphần mềm,numeric__Ngàn VNDChương trìnhphần mềm
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,
Số đầu năm và số cuối năm,Nguyên giá > Số đầu năm và số cuối năm,Số đầu năm và số cuối năm,48.197.185,48197185.0
Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,
Số đầu năm,Hao mòn lũy kế > Số đầu năm,Số đầu năm,11.733.979,11733979.0
Hao mòn trong năm,Hao mòn lũy kế > Hao mòn trong năm,Hao mòn trong năm,6.049.638,6049638.0
Số cuối năm,Hao mòn lũy kế > Số cuối năm,Số cuối năm,17.783.617,17783617.0
Glá trị còn lại,Glá trị còn lại,Glá trị còn lại,Glá trị còn lại,
Số đầu năm,Glá trị còn lại > Số đầu năm,Số đầu năm,36.463.206,36463206.0
Số cuối năm,Glá trị còn lại > Số cuối năm,Số cuối năm,30.413.568,30413568.0
