row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,,,,
01,01,01,Lợi nhuận kê toán trước thuế Điều chỉnh cho các khoản:,,106.002.834,1.157.409.018,,,106002834.0,1157409018.0
02,02,02,Khấu hao và hao món,"8, 9",9.515.998,9.580.583,,,9515998.0,9580583.0
03,03,03,Các khoản dự phòng,,104.332.253,473.029,,,104332253.0,473029.0
04,04,04,Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,,793.308,1.511.014,,,793308.0,1511014.0
05,05,05,Lãi từ hoạt động đầu tư,,(794.734.625),(1.554.584.317),,,-794734625.0,-1554584317.0
06,06,06,Chi phí lãi vay,18,556.325.125,345.763.745,,18.0,556325125.0,345763745.0
08,08,08,Lỗ từ hoạt động kinh doanh trước thay đổi vốn lưu động,,(17.765.107),(39.846.928),,,-17765107.0,-39846928.0
09,09,09,Tăng các khoản phải thu,,(63.844.907),(190.537.314),,,-63844907.0,-190537314.0
10,10,10,(Tăng) giảm hàng tồn kho,,(1.758.060),94.183,,,-1758060.0,94183.0
11,11,11,(Giảm) tăng các khoản phải trả,,(4.711.044),54.508.869,,,-4711044.0,54508869.0
12,12,12,(Tăng) giảm chi phí trả trước,,(506.096),689.423,,,-506096.0,689423.0
14,14,14,Tiền lãi vay đã trả,,(311.099.880),(294.208.449),,,-311099880.0,-294208449.0
15,15,15,Thuế thu nhập doanh nghiệp đã nộp,20.1,-,(1.157.773),,201.0,,-1157773.0
20,20,20,Lưu chuyển tiền thuần sử dụng vào hoạt động kinh doanh,,(399.685.094),(470.457.989),,,-399685094.0,-470457989.0
,,,II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,,,,
21,21,21,Tiền chi để mua sắm tài sản cố định,,(402.756),(2.273.301),,,-402756.0,-2273301.0
22,22,22,"Tiền thu do thanh lý, nhượng bán tài sản cố định",,1.363.300,589.441,,,1363300.0,589441.0
23,23,23,Tiền chi cho các đơn vị khác vay,,(725.136.000),(450.004.966),,,-725136000.0,-450004966.0
24,24,24,Tiền thu hồi cho vay,,292.295.457,19.652.607,,,292295457.0,19652607.0
25,25,25,Tiền chi đầu tư góp vốn vào đơn vị khác,,(5.019.147.150),(1.794.800.626),,,-5019147150.0,-1794800626.0
27,27,27,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",,283.137.065,1.232.022.903,,,283137065.0,1232022903.0
30,30,30,Lưu chuyển tiền thuần sử dụng vào hoạt động đầu tư,,(5.167.890.084),(994.813.942),,,-5167890084.0,-994813942.0
