row_label_raw,row_label_full,Tên ngân hàng,Số cuối nămNgàn VND,Nguyễn tệUSD,Thời hạn thanh toán,Lãi suất(%/năm),Tài sản đảm bảo,numeric__Số cuối nămNgàn VND,numeric__Nguyễn tệUSD,numeric__Thời hạn thanh toán,numeric__Lãi suất(%/năm),numeric__Tài sản đảm bảo
"BIDV, Chi nhánh Gia Lai và Chi nhánh Bến Nghé","BIDV, Chi nhánh Gia Lai và Chi nhánh Bến Nghé","BIDV, Chi nhánh Gia Lai và Chi nhánh Bến Nghé","BIDV, Chi nhánh Gia Lai và Chi nhánh Bến Nghé","BIDV, Chi nhánh Gia Lai và Chi nhánh Bến Nghé","BIDV, Chi nhánh Gia Lai và Chi nhánh Bến Nghé","BIDV, Chi nhánh Gia Lai và Chi nhánh Bến Nghé","BIDV, Chi nhánh Gia Lai và Chi nhánh Bến Nghé",,,,,
"Hợp đồng vay số01/2010/HĐ-TD, ngày 1tháng 4 năm 2010","BIDV, Chi nhánh Gia Lai và Chi nhánh Bến Nghé > Hợp đồng vay số01/2010/HĐ-TD, ngày 1tháng 4 năm 2010","Hợp đồng vay số01/2010/HĐ-TD, ngày 1tháng 4 năm 2010",731.055.979,32.077.928,từ ngày 31tháng 12năm 2017đến ngày 31tháng 12năm 2026,"Lãi suất huy động tiết kiệm của BIDV bằng USD kỳ hạn 12tháng trả lãi sau + 4,7%(2016: 7,0%)","Quyền sử dụng đất và vườn cây cao su với quy mô 9.996,9 ha tại Huyện Saysetha, San Xay và Phu Vong, Tỉnh Attapeu,Lào thuộc sở hữu của c'accông ty con",731055979.0,32077928.0,,,
"Sacombank, Chi nhánh Sài Gòn (*)","Sacombank, Chi nhánh Sài Gòn (*)","Sacombank, Chi nhánh Sài Gòn (*)","Sacombank, Chi nhánh Sài Gòn (*)","Sacombank, Chi nhánh Sài Gòn (*)","Sacombank, Chi nhánh Sài Gòn (*)","Sacombank, Chi nhánh Sài Gòn (*)","Sacombank, Chi nhánh Sài Gòn (*)",,,,,
"Hợp đồng tin dụng sốLD1400300153, ngày3 tháng 1 năm 2014","Sacombank, Chi nhánh Sài Gòn (*) > Hợp đồng tin dụng sốLD1400300153, ngày3 tháng 1 năm 2014","Hợp đồng tin dụng sốLD1400300153, ngày3 tháng 1 năm 2014",262.454.605,-,từ tháng 12năm 2021đến ngày 24tháng 12năm 2026,"2016: 11,55%, 2017: 9,5% và từ 2018 trở đi bằng lãi suất tiết kiệm 13 tháng lãnh lãi cuối kỳ của Sacombak + (cộng) biên độ 2%được điều chỉnh 3 tháng/lần","23,2 triệu cổ phiếu HAG của Chủ tịch Đoàn Nguyễn Đức và 14,5 triệu cổ phần của Công ty Cổ phần Hoàng Anh QuangMinh thuộc sở hữu của HNG",262454605.0,,,,
TỔNG CỘNG,"Sacombank, Chi nhánh Sài Gòn (*) > TỔNG CỘNG",TỔNG CỘNG,993.510.584,,,,,993510584.0,,,,
Trong đó:Vay dài hạnVay dài hạn đến hạn trả,"Sacombank, Chi nhánh Sài Gòn (*) > Trong đó:Vay dài hạnVay dài hạn đến hạn trả",Trong đó:Vay dài hạnVay dài hạn đến hạn trả,988.331.0325.179.552,,,,,9883310325179552.0,,,,
