row_label_raw,row_label_full,Công ty TNHH Phát triển Nồng nghiệp Hoàng Anh Attapeu,Công ty con,Cho vay,1.455.792.165,1.069.417.133,numeric__Công ty con,numeric__Cho vay,numeric__1.455.792.165,numeric__1.069.417.133
Công ty TNHH Hoàng Anh Rattanakiri,Công ty TNHH Hoàng Anh Rattanakiri,Công ty TNHH Hoàng Anh Rattanakiri,Công ty con,Cho vay,535.351.402,320.151.353,,,535351402.0,320151353.0
Công ty TNHH Hoàng Anh Oyadav,Công ty TNHH Hoàng Anh Oyadav,Công ty TNHH Hoàng Anh Oyadav,Công ty con,Cho vay,520.449.591,633.329.591,,,520449591.0,633329591.0
Công ty Cổ phần Cao su Trung Nguyên,Công ty Cổ phần Cao su Trung Nguyên,Công ty Cổ phần Cao su Trung Nguyên,Công ty con,Cho vay,490.998.617,62.142.038,,,490998617.0,62142038.0
