row_label_raw,row_label_full,Đầu tư vào công ty con (Thuyết minh số 10.1) > Đầu tư vào công ty liên kết (Thuyết minh số 10.2),Số cuối năm > 12.563.586.935 > 286.004.636,Ngân VND Số đầu năm > 7.581.925.022 > 273.175.991,numeric__Số cuối năm > 12.563.586.935 > 286.004.636,numeric__Ngân VND Số đầu năm > 7.581.925.022 > 273.175.991
Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,(106.429.442),-,-106429442.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,12.743.162.129,7.855.101.013,12743162129.0,7855101013.0
