row_label_raw,row_label_full,Thuế giá trị gia tăng,Số đầu năm > 692.786.200,Số phải nộp trong năm > 25.607.058.029,Số đã nộp trong năm > 15.668.537.961,Số cuối năm > 10.631.306.268,numeric__Số đầu năm > 692.786.200,numeric__Số phải nộp trong năm > 25.607.058.029,numeric__Số đã nộp trong năm > 15.668.537.961,numeric__Số cuối năm > 10.631.306.268
Thuế thu nhập doanh nghiệp (i),Thuế thu nhập doanh nghiệp (i),Thuế thu nhập doanh nghiệp (i),63.063.696.577,76.312.545.681,41.073.296.577,98.302.945.681,63063696577.0,76312545681.0,41073296577.0,98302945681.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,397.620.322,6.879.592.550,6.796.781.068,480.431.804,397620322.0,6879592550.0,6796781068.0,480431804.0
"Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất",-,866.594.750,866.594.750,-,,866594750.0,866594750.0,
"Các khoản phí, lệ phí và các khoản phải nộp khác","Các khoản phí, lệ phí và các khoản phải nộp khác","Các khoản phí, lệ phí và các khoản phải nộp khác",1.956.885.630,4.702.876.067,6.659.761.697,-,1956885630.0,4702876067.0,6659761697.0,
Cộng,Cộng,Cộng,66.110.988.729,114.368.667.077,71.064.972.053,109.414.683.753,66110988729.0,114368667077.0,71064972053.0,109414683753.0
