row_label_raw,row_label_full,NGUỒN VỐN,NGUỒN VỐN_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,300,,2.346.985.341.104,1.330.440.578.584,,300.0,,2346985341104.0,1330440578584.0
I.,I.,I.,Nợ ngắn hạn,310,,969.713.942.573,542.768.951.320,,310.0,,969713942573.0,542768951320.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,V.13,185.065.047.845,123.007.383.785,,311.0,,185065047845.0,123007383785.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,V.14.1,76.014.534.756,104.614.945.572,,312.0,,76014534756.0,104614945572.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,V.15.1,109.414.683.753,66.110.988.729,,313.0,,109414683753.0,66110988729.0
4.,4.,4.,Phải trả người lao động,314,,10.059.137.108,5.637.412.040,,314.0,,10059137108.0,5637412040.0
5.,5.,5.,Chi phí phải trả ngắn hạn,315,V.16,76.904.569.157,56.310.589.720,,315.0,,76904569157.0,56310589720.0
6.,6.,6.,Phải trả ngắn hạn khác,319,V.17.1,418.485.714.173,124.997.375.693,,319.0,,418485714173.0,124997375693.0
7.,7.,7.,Vay và nợ thuê tài chính ngắn hạn,320,V.18.1,71.920.000.000,40.240.000.000,,320.0,,71920000000.0,40240000000.0
8.,8.,8.,"Quỹ khen thưởng, phúc lợi",322,,21.850.255.781,21.850.255.781,,322.0,,21850255781.0,21850255781.0
II.,II.,II.,Nợ dài hạn,330,,1.377.271.398.531,787.671.627.264,,330.0,,1377271398531.0,787671627264.0
1.,1.,1.,Người mua trả tiền trước dài hạn,332,V.14.2,28.021.114.817,63.449.638.708,,332.0,,28021114817.0,63449638708.0
2.,2.,2.,Doanh thu chưa thực hiện dài hạn,336,,984.693.401,1.394.176.398,,336.0,,984693401.0,1394176398.0
3.,3.,3.,Phải trả dài hạn khác,337,V.17.2,755.291.876.158,662.299.212.158,,337.0,,755291876158.0,662299212158.0
4.,4.,4.,Vay và nợ thuê tài chính dài hạn,338,V.18.2,592.973.714.155,60.528.600.000,,338.0,,592973714155.0,60528600000.0
D - NGUỒN VỐN CHỦ SỞ HỮU,D - NGUỒN VỐN CHỦ SỞ HỮU,D - NGUỒN VỐN CHỦ SỞ HỮU,D - NGUỒN VỐN CHỦ SỞ HỮU,400,,19.826.123.936.115,19.729.185.093.532,,400.0,,19826123936115.0,19729185093532.0
I.,I.,I.,Vốn chủ sở hữu,410,V.19,19.826.123.936.115,19.729.185.093.532,,410.0,,19826123936115.0,19729185093532.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,,8.925.119.650.000,8.925.119.650.000,,411.0,,8925119650000.0,8925119650000.0
-,-,-,Cổ phiếu phố thông có quyền biểu quyết,411a,,8.925.119.650.000,8.925.119.650.000,,,,8925119650000.0,8925119650000.0
2.,2.,2.,Thặng dư vốn cổ phần,412,,9.928.133.444.796,9.928.286.444.796,,412.0,,9928133444796.0,9928286444796.0
3.,3.,3.,Quỹ đầu tư phát triển,418,,123.011.473.161,123.011.473.161,,418.0,,123011473161.0,123011473161.0
4.,4.,4.,Lợi nhuận sau thuế chưa phân phối,421,,849.859.368.158,752.767.525.575,,421.0,,849859368158.0,752767525575.0
-,-,-,LNST chưa phân phối lũy kế đến cuối kỳ trước,421a,,752.757.925.575,702.048.965.985,,,,752757925575.0,702048965985.0
-,-,-,LNST chưa phân phối kỳ này,421b,,97.101.442.583,50.718.559.590,,,,97101442583.0,50718559590.0
TỔNG CỘNG NGUỒN VỐN,TỔNG CỘNG NGUỒN VỐN,TỔNG CỘNG NGUỒN VỐN,TỔNG CỘNG NGUỒN VỐN,440,,22.173.109.277.219,21.059.625.672.116,,440.0,,22173109277219.0,21059625672116.0
