row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,VI.1,318.709.454.499,168.471.841.384,,1.0,,318709454499.0,168471841384.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,,-,-,,2.0,,,
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ,10,,318.709.454.499,168.471.841.384,,10.0,,318709454499.0,168471841384.0
4.,4.,4.,Giá vốn hàng bán,11,VI.2,311.991.362.386,156.485.789.915,,11.0,,311991362386.0,156485789915.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,20,,6.718.092.113,11.986.051.469,,20.0,,6718092113.0,11986051469.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,VI.3,576.356.569.368,153.228.791.228,,21.0,,576356569368.0,153228791228.0
7.,7.,7.,Chi phí tài chính,22,VI.4,337.464.727.127,3.721.559.836,,22.0,,337464727127.0,3721559836.0
7.,7.,7.,Trong đó: chi phí lãi vay,23,,27.766.887.898,4.708.283.138,,23.0,,27766887898.0,4708283138.0
8.,8.,8.,Chi phí bán hàng,25,,7.320.333.372,7.320.333.372,,25.0,,7320333372.0,7320333372.0
9.,9.,9.,Chi phí quản lý doanh nghiệp,26,VI.5,127.234.320.863,101.404.461.181,,26.0,,127234320863.0,101404461181.0
10.,10.,10.,Lợi nhuận thuần từ hoạt động kinh doanh,30,,111.055.280.119,52.768.488.308,,30.0,,111055280119.0,52768488308.0
11.,11.,11.,Thu nhập khác,31,,(2.849.730.787),2.497.218.075,,31.0,,-2849730787.0,2497218075.0
12.,12.,12.,Chi phí khác,32,,5.007.635.081,4.547.146.793,,32.0,,5007635081.0,4547146793.0
13.,13.,13.,Lợi nhuận khác,40,,(7.857.365.868),(2.049.928.718),,40.0,,-7857365868.0,-2049928718.0
14.,14.,14.,Tổng lợi nhuận kế toán trước thuế,50,,103.197.914.251,50.718.559.590,,50.0,,103197914251.0,50718559590.0
15.,15.,15.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,VI.7,6.096.471.668,-,,51.0,,6096471668.0,
16.,16.,16.,Lợi nhuận sau thuế thu nhập doanh nghiệp,60,,97.101.442.583,50.718.559.590,,60.0,,97101442583.0,50718559590.0
