row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,,
Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,,
- Trái phiếu Chính phủ (i),Chứng khoán nợ > - Trái phiếu Chính phủ (i),- Trái phiếu Chính phủ (i),24.520.195,19.721.794,24520195.0,19721794.0
- Trái phiếu do các TCTD khác trong nướcphát hành (ii),Chứng khoán nợ > - Trái phiếu do các TCTD khác trong nướcphát hành (ii),- Trái phiếu do các TCTD khác trong nướcphát hành (ii),176.177,427.100,176177.0,427100.0
Chứng khoán vốn,Chứng khoán vốn,Chứng khoán vốn,Chứng khoán vốn,Chứng khoán vốn,,
- Do các TCTD trong nước phát hành (iii),Chứng khoán vốn > - Do các TCTD trong nước phát hành (iii),- Do các TCTD trong nước phát hành (iii),264.832,-,264832.0,
- Do các tổ chức kinh tế trong nước phát hành,Chứng khoán vốn > - Do các tổ chức kinh tế trong nước phát hành,- Do các tổ chức kinh tế trong nước phát hành,147.452,101.380,147452.0,101380.0
- Do các tổ chức kinh tế nước ngoài phát hành,Chứng khoán vốn > - Do các tổ chức kinh tế nước ngoài phát hành,- Do các tổ chức kinh tế nước ngoài phát hành,547,531,547.0,531.0
,,,25.109.203,20.250.805,25109203.0,20250805.0
Chứng khoán đầu tư giữ đến ngày đáo hạn,Chứng khoán đầu tư giữ đến ngày đáo hạn,Chứng khoán đầu tư giữ đến ngày đáo hạn,Chứng khoán đầu tư giữ đến ngày đáo hạn,Chứng khoán đầu tư giữ đến ngày đáo hạn,,
Trái phiếu do tổ chức kinh tế trong nướcphát hành (iv),Chứng khoán đầu tư giữ đến ngày đáo hạn > Trái phiếu do tổ chức kinh tế trong nướcphát hành (iv),Trái phiếu do tổ chức kinh tế trong nướcphát hành (iv),1.000.000,1.000.000,1000000.0,1000000.0
Trái phiếu đặc biệt do VAMC phát hành (v),Chứng khoán đầu tư giữ đến ngày đáo hạn > Trái phiếu đặc biệt do VAMC phát hành (v),Trái phiếu đặc biệt do VAMC phát hành (v),14.142.479,4.935.128,14142479.0,4935128.0
Trái phiếu Chính phủ (vi),Chứng khoán đầu tư giữ đến ngày đáo hạn > Trái phiếu Chính phủ (vi),Trái phiếu Chính phủ (vi),1.005.774,-,1005774.0,
,,,16.148.253,5.935.128,16148253.0,5935128.0
Dự phòng rủi ro chứng khoán đầu tư,Dự phòng rủi ro chứng khoán đầu tư,Dự phòng rủi ro chứng khoán đầu tư,Dự phòng rủi ro chứng khoán đầu tư,Dự phòng rủi ro chứng khoán đầu tư,,
Chứng khoán sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư > Chứng khoán sẵn sàng để bán,Chứng khoán sẵn sàng để bán,(193.355),(20.647),-193355.0,-20647.0
Trái phiếu đặc biệt do VAMC phát hành,Dự phòng rủi ro chứng khoán đầu tư > Trái phiếu đặc biệt do VAMC phát hành,Trái phiếu đặc biệt do VAMC phát hành,(1.378.545),(232.346),-1378545.0,-232346.0
Chứng khoán giữ đến ngày đáo hạn,Dự phòng rủi ro chứng khoán đầu tư > Chứng khoán giữ đến ngày đáo hạn,Chứng khoán giữ đến ngày đáo hạn,(7.500),(7.500),-7500.0,-7500.0
,,,(1.579.400),(260.493),-1579400.0,-260493.0
,,,39.678.056,25.925.440,39678056.0,25925440.0
