row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2015Đồng,Ngày 31 tháng 12năm 2014Đồng,numeric__Ngày 31 tháng 12năm 2015Đồng,numeric__Ngày 31 tháng 12năm 2014Đồng
Vàng SJC,Vàng SJC,Vàng SJC,3.270.000,3.515.000,3270000.0,3515000.0
Vàng SBJ,Vàng SBJ,Vàng SBJ,3.270.000,3.510.000,3270000.0,3510000.0
USD,USD,USD,21.890,21.246,21890.0,21246.0
EUR,EUR,EUR,24.574,26.026,24574.0,26026.0
GBP,GBP,GBP,33.311,33.351,33311.0,33351.0
CHF,CHF,CHF,22.522,21.496,22522.0,21496.0
JPY,JPY,JPY,"186,52","178,15",186.52,178.15
SGD,SGD,SGD,15.819,16.115,15819.0,16115.0
CAD,CAD,CAD,16.095,18.390,16095.0,18390.0
AUD,AUD,AUD,16.311,17.558,16311.0,17558.0
LAK,LAK,LAK,"2,773","2,643",2.773,2.643
THB,THB,THB,597,621,597.0,621.0
NZD,NZD,NZD,15.201,16.581,15201.0,16581.0
